team_name,matches,actions_linked,total_disruption_value,disruption_value_per_match,total_disruption_value_x1000,disruption_value_per_match_x1000
AFC Ajax,35,156,0.11704364936749878,0.0033441042676428225,117.04364936749879,3.3441042676428223
SC Telstar,33,129,0.09477672490598743,0.002872021966848104,94.77672490598744,2.872021966848104
Go Ahead Eagles,33,126,0.08693532414120787,0.002634403761854784,86.93532414120787,2.634403761854784
FC Utrecht,35,141,0.07574783717940926,0.0021642239194116933,75.74783717940926,2.1642239194116932
Fortuna Sittard,32,128,0.06470377558521313,0.0020219929870379104,64.70377558521314,2.0219929870379105
PEC Zwolle,31,147,0.06133737304749487,0.0019786249370159635,61.33737304749487,1.9786249370159634
SC Heerenveen,34,160,0.0663311840357938,0.001950917177523347,66.3311840357938,1.9509171775233471
Alkmaar Zaanstreek,34,149,0.06525035828333837,0.0019191281848040698,65.25035828333837,1.9191281848040698
FC Volendam,31,126,0.04976705228134967,0.0016053887832693443,49.76705228134967,1.6053887832693443
Sparta Rotterdam,33,117,0.048614521567106515,0.0014731673202153489,48.614521567106515,1.4731673202153488
SBV Excelsior,33,133,0.041826486158467804,0.0012674692775293274,41.8264861584678,1.2674692775293275
NAC Breda,34,160,0.04123962170698218,0.0012129300502053582,41.23962170698218,1.2129300502053582
Heracles Almelo,33,113,0.03700457162100753,0.0011213506551820463,37.00457162100753,1.1213506551820462
FC Twente,31,136,0.031630555682643835,0.0010203405058917367,31.630555682643834,1.0203405058917367
FC Groningen,35,188,0.033606482730271954,0.000960185220864913,33.606482730271956,0.960185220864913
PSV Eindhoven,32,149,0.029575064354865503,0.000924220761089547,29.575064354865503,0.924220761089547
Nijmegen Eendracht Combinatie,34,187,0.02952081498625007,0.0008682592643014727,29.52081498625007,0.8682592643014727
Feyenoord Rotterdam,34,173,0.01600421898590385,0.00047071232311481906,16.004218985903847,0.47071232311481903
