team_name,matches,actions_linked,total_disruption,mean_disruption,disruption_per_match
FC Groningen,35,188,84.25839986149724,0.44818297798668744,2.4073828531856356
Nijmegen Eendracht Combinatie,34,187,79.76402807190729,0.4265456046626058,2.346000825644332
PEC Zwolle,31,147,65.88589881627243,0.4482033933079757,2.1253515747184655
Feyenoord Rotterdam,34,173,71.4830709476785,0.4131969418940954,2.1024432631670145
SC Heerenveen,34,160,70.83723010777366,0.4427326881735854,2.0834479443462843
FC Twente,31,136,62.74885751831372,0.461388658222895,2.0241566941391524
NAC Breda,34,160,68.08005769071117,0.42550036056694485,2.0023546379620933
PSV Eindhoven,32,149,63.03941052022311,0.42308329208203427,1.969981578756972
AFC Ajax,35,156,67.72135359813335,0.4341112410136753,1.9348958170895243
Alkmaar Zaanstreek,34,149,64.86217285377417,0.43531659633405484,1.9077109662874756
FC Volendam,31,126,57.521309355190766,0.45651832821579974,1.8555261082319603
SC Telstar,33,129,58.340197427831626,0.4522495924638111,1.7678847705403522
Fortuna Sittard,32,128,56.05176144737733,0.4379043863076354,1.7516175452305416
FC Utrecht,35,141,59.564394072471046,0.42244251115227693,1.70183983064203
SBV Excelsior,33,133,54.13863552893939,0.4070574099920255,1.6405647129981633
Go Ahead Eagles,33,126,51.46249623090379,0.4084325097690777,1.5594695827546603
Sparta Rotterdam,33,117,51.082544757305286,0.4366029466436349,1.5479559017365239
Heracles Almelo,33,113,46.31368486888618,0.40985561830872724,1.4034449960268538
