season,team,player_id,player,position_group,position_detail,matches,minutes,gda_action_gda_expected,gda_action_gda_expected_per90,gda_action_gda_actual,gda_action_gda_actual_per90,gda_goal_difference_added,gda_goal_difference_added_per90,gda_reliability_adjusted_per90,gda_action_count_per90,gda_action_shots_per90,gda_action_goals_per90,gda_score_component_per90,gda_xg_json_per90,epv_added,vaep_value,goals_added,goals_added_per90,raw_plus_minus,raw_plus_minus_per90,rapm_per90
Eredivisie 2025-2026,Feyenoord Rotterdam,ahwtdhrerarmljk9bh0tcpk6i,S. Steijn,Midfielder,Attacking Midfielder,21,2031.0,1.132253173385616,0.0501737004454482,2.9681888708043496,0.1315297874802518,22.132253173385617,0.9807497713464824,0.9847357954057095,28.404726735598228,1.6838995568685378,0.310192023633678,0.930576070901034,0.2288359365988745,1.132253173385616,2.9681888708043496,2.9681888708043496,0.1315297874802518,21.0,1.6061412951107583,0.0373682473383038
Eredivisie 2025-2026,Fortuna Sittard,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,Midfielder,Central Midfielder,15,1471.0,0.2496419438846681,0.015273810298858,2.1393685923097685,0.1308927078911483,-4.750358056115331,-0.2906405336848265,-0.2278133139900408,37.872195785180146,0.9177430319510536,0.2447314751869476,-0.3059143439836845,0.1291125775946573,0.2496419438846681,2.1393685923097685,2.1393685923097685,0.1308927078911483,-5.0,-0.4766023547686713,-0.0157941529630353
Eredivisie 2025-2026,Alkmaar Zaanstreek,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,Midfielder,Central Midfielder,30,2894.0,2.259304983630623,0.0702617306588652,4.205924903598921,0.1307993231941613,10.259304983630622,0.3190523319028182,0.3104979224073411,63.22391154111955,2.6123013130615065,0.3420870767104353,0.248790601243953,0.2815494841751395,2.259304983630623,4.205924903598921,4.205924903598921,0.1307993231941613,8.0,0.2867726132154379,0.0216008947212703
Eredivisie 2025-2026,PSV Eindhoven,biee6dvb524juzai7iryyskix,D. Man,Midfielder,Attacking Midfielder,25,2404.0,1.4943900626537645,0.0559463833772208,3.467759340477812,0.1298246009330295,23.494390062653764,0.8795736712307981,0.9363671574514886,48.818635607321134,1.5723793677204658,0.2620632279534109,0.8236272878535774,0.1881850103976023,1.4943900626537645,3.467759340477812,3.467759340477812,0.1298246009330295,22.0,1.292020576623998,0.0206483860032812
Eredivisie 2025-2026,Go Ahead Eagles,c6ufljjgl050g9xn7e9ma7hg4,M. Smit,Forward,Centre Forward,19,1837.0,-0.3499452316011662,-0.0171448398715868,2.453048962948587,0.1201820395565448,-2.3499452316011675,-0.1151306863604273,-0.0951730328905979,31.25748502994012,1.2738160043549265,0.2939575394665215,-0.0979858464888405,0.1566306600383899,-0.3499452316011662,2.453048962948587,2.453048962948587,0.1201820395565448,-2.0,-0.1216654650324441,-0.0224871427796056
Eredivisie 2025-2026,PEC Zwolle,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,Midfielder,Right Midfielder,32,3073.0,0.7860807024236938,0.0230222138685754,3.8124737874285257,0.1116572212393645,-20.213919297576307,-0.5920119546963448,-0.6724315891360151,39.215750081353725,0.8200455580865603,0.1757240481614058,-0.6150341685649203,0.0870890407906167,0.7860807024236938,3.8124737874285257,3.8124737874285257,0.1116572212393645,-21.0,-0.8755066589461494,-0.0315935172554977
Eredivisie 2025-2026,FC Utrecht,4ej8uchqe3rt1s5h6phjo3310,G. Zechiël,Midfielder,Right Midfielder,36,3522.0,0.6441150289937138,0.0164594981855293,4.215148914178196,0.1077124935479948,16.644115028993713,0.4253181012519688,0.4257084059204812,62.47870528109029,1.7120954003407156,0.2555366269165247,0.4088586030664395,0.1642836315540592,0.6441150289937138,4.215148914178196,4.215148914178196,0.1077124935479948,16.0,0.4518781184297236,0.0173191904772857
Eredivisie 2025-2026,SBV Excelsior,6coor7jll29drx4kgvyt499wq,N. Naujoks,Midfielder,Left Midfielder,31,2995.0,2.200685194412055,0.0661307737886761,3.5497857223344793,0.1066713572654768,-10.799314805587946,-0.324520311353227,-0.3337914869170532,49.73288814691152,1.923205342237062,0.3005008347245409,-0.3906510851419031,0.2599602512477403,2.200685194412055,3.5497857223344793,3.5497857223344793,0.1066713572654768,-13.0,-0.481329621655719,-0.018074578497482
Eredivisie 2025-2026,FC Volendam,6jqn5grsuhuo5at81pzahr6xh,R. Mühren,Midfielder,Central Midfielder,31,2992.0,0.7928521751343641,0.0238491630220898,3.527709026096795,0.1061142420951576,1.7928521751343642,0.0539293769258331,0.0837898934064044,12.51336898395722,0.6617647058823529,0.1804812834224599,0.0300802139037433,0.0982162043493921,0.7928521751343641,3.527709026096795,3.527709026096795,0.1061142420951576,1.0,0.0879435858182824,-0.0046970930518687
Eredivisie 2025-2026,SBV Excelsior,424ohpqxpz31dlopxxamyk9as,Yoon Do-Young,Midfielder,Left Midfielder,6,578.0,0.1000718094449636,0.0155821156575202,0.6736210122123004,0.1048890849465519,-3.8999281905550367,-0.6072552545846943,-0.2468648184895915,13.858131487889274,0.7785467128027682,0.1557093425605536,-0.6228373702422145,0.0664023732715219,0.1000718094449636,0.6736210122123004,0.6736210122123004,0.1048890849465519,-4.0,-2.5504782146652496,7.025902701759041e-05
Eredivisie 2025-2026,FC Volendam,d7ml58kwwpetvnw46qja9ru5m,A. Descotte,Midfielder,Central Midfielder,14,1346.0,0.5457279413837098,0.0364899812217933,1.5353270429862111,0.1026593119381567,-0.4542720586162896,-0.0303748033250119,-0.0217176851451436,33.49925705794948,1.6716196136701338,0.2674591381872214,-0.0668647845468053,0.2012898074708581,0.5457279413837098,1.5353270429862111,1.5353270429862111,0.1026593119381567,-1.0,-0.0943676493717561,-0.001772913984549
Eredivisie 2025-2026,Fortuna Sittard,b23be312oxcbusvpjnnriukq2,Y. Oukili,Midfielder,Central Midfielder,13,1265.0,0.284801062139195,0.0202625261601008,1.4245741676034038,0.1013531028334437,-12.715198937860803,-0.9046386596106502,-0.6912205102286092,24.972332015810277,0.6403162055335968,0.1422924901185771,-0.924901185770751,0.0612019134452342,0.284801062139195,1.4245741676034038,1.4245741676034038,0.1013531028334437,-13.0,-2.048976970899857,-0.0074192605513016
Eredivisie 2025-2026,Sparta Rotterdam,cvoxwqoj3ak99w6wsp1yfbl04,G. Vianello,Defender,Right Back,5,477.0,0.1384037371424268,0.0261139126683824,0.5278609332429527,0.0995964024986703,-3.8615962628575735,-0.7286030684636932,-0.2285910104285398,58.490566037735846,0.7547169811320755,0.1886792452830188,-0.7547169811320755,0.1151967554527309,0.1384037371424268,0.5278609332429527,0.5278609332429527,0.0995964024986703,-4.0,-1.0991807032720982,0.0066709767887629
Eredivisie 2025-2026,SC Telstar,y1ky8sp8scl05mmfr7byy3md,J. Hardeveld,Midfielder,Right Midfielder,34,3305.0,0.6545691742623201,0.0178248791780964,3.617492084442417,0.0985096180332276,-6.3454308257376795,-0.1727953931365782,-0.1615498615764236,74.178517397882,0.735249621785174,0.1633888048411497,-0.1906202723146747,0.0827040659860185,0.6545691742623201,3.617492084442417,3.617492084442417,0.0985096180332276,-7.0,-0.1964912280701754,-0.0081114080023321
Eredivisie 2025-2026,Sparta Rotterdam,536qjh4gcmpo5q68ti87e60kq,S. Mito,Midfielder,Right Midfielder,25,2415.0,1.046691601686322,0.0390071404355151,2.54425344203702,0.0948168984610069,-5.953308398313678,-0.2218624247818761,-0.2099108537566715,48.52173913043478,1.937888198757764,0.2608695652173913,-0.2608695652173913,0.2050598071918995,1.046691601686322,2.54425344203702,2.54425344203702,0.0948168984610069,-7.0,-0.3229499513011978,-0.0040162837444862
Eredivisie 2025-2026,PEC Zwolle,awsbedog2zaz7zpjucbcba82y,S. Shoretire,Forward,Centre Forward,24,2313.0,0.2027895631164779,0.0078906444792403,2.4225947872337583,0.0942643886083174,-8.797210436883523,-0.3423039080499425,-0.3303244024003954,43.30739299610895,0.6614785992217899,0.1945525291828793,-0.3501945525291828,0.1081787850538023,0.2027895631164779,2.4225947872337583,2.4225947872337583,0.0942643886083174,-9.0,-0.4674380356060825,0.0100821436316085
Eredivisie 2025-2026,Nijmegen Eendracht Combinatie,dgex06nxjy9fdvc12o8keg99l,K. Ogawa,Forward,Centre Forward,26,2552.0,1.9832825743606304,0.069943350976668,2.584939573426168,0.0911616620722394,8.983282574360631,0.3168085547384235,0.3774429880077823,25.25078369905956,1.5164576802507836,0.2821316614420062,0.2468652037617555,0.2609133503464349,1.9832825743606304,2.584939573426168,2.584939573426168,0.0911616620722394,7.0,0.4633658997021219,-0.0076897599366984
Eredivisie 2025-2026,PEC Zwolle,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,Midfielder,Central Midfielder,13,1234.0,0.1067414116427445,0.0077850300225664,1.233836390906266,0.0899880674080745,-11.893258588357256,-0.8674175631703023,-0.622628499941367,37.19611021069692,0.5834683954619124,0.1458670988654781,-0.8752025931928687,0.0636640614799701,0.1067414116427445,1.233836390906266,1.233836390906266,0.0899880674080745,-12.0,-1.5853211009174313,-0.0051427317709112
Eredivisie 2025-2026,FC Twente,bner5siqnwn1fqusfrgujt0fe,M. Bruns,Defender,Left Back,13,1271.0,0.0121503786429944,0.0008603729959634,1.2653468548703304,0.0895996986139494,5.0121503786429935,0.3549123006120137,0.2435842284149525,57.28560188827695,0.2832415420928403,0.1416207710464201,0.3540519276160503,0.0528814454284341,0.0121503786429944,1.2653468548703304,1.2653468548703304,0.0895996986139494,5.0,0.4979436770374195,0.0037589057293227
Eredivisie 2025-2026,PSV Eindhoven,f4pqxviuwzd6a803jfx9bh4o9,M. Boadu,Forward,Centre Forward,13,1238.0,0.5954672558135928,0.0432892189202127,1.2253224402877707,0.0890783680338444,3.5954672558135927,0.26138291843556,0.208153210063392,13.376413570274636,0.9450726978998384,0.2180936995153473,0.2180936995153473,0.1723045504017156,0.5954672558135928,1.2253224402877707,1.2253224402877707,0.0890783680338444,3.0,0.691627887119498,0.0083594262314242
Eredivisie 2025-2026,PSV Eindhoven,oi8kw43rorvqooiencbnhxck,N. Fernandez,Midfielder,Central Midfielder,10,959.0,0.0684773011204583,0.0064264411896154,0.93162380842856,0.0874308057962152,7.068477301120458,0.6633607477589586,0.4063049955000962,33.315954118873826,0.1876955161626694,0.0938477580813347,0.656934306569343,0.012843393474735,0.0684773011204583,0.93162380842856,0.93162380842856,0.0874308057962152,7.0,1.5340909090909092,0.0050321668071862
Eredivisie 2025-2026,FC Volendam,64kb0lmkr24rmh59hb01m268k,R. van Cruijsen,Midfielder,Left Midfielder,24,2306.0,0.1328611380185141,0.0051853869998552,2.209202764210005,0.086222137371596,1.1328611380185143,0.0442140079885803,0.0467756476740224,35.398959236773635,0.6244579358196011,0.1561144839549002,0.039028620988725,0.0750777335831595,0.1328611380185141,2.209202764210005,2.209202764210005,0.086222137371596,1.0,0.0635488502365429,-0.0140185608946771
Eredivisie 2025-2026,Fortuna Sittard,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,Midfielder,Defensive Midfielder,32,3130.0,1.3563941345176225,0.0390017482768645,2.8105007714283543,0.0808131212231795,-5.643605865482376,-0.1622762069947009,-0.1675537011042123,49.945686900958464,0.4600638977635782,0.1150159744408945,-0.2012779552715655,0.0732046014945796,1.3563941345176225,2.8105007714283543,2.8105007714283543,0.0808131212231795,-7.0,-0.2437593102514332,-0.0118608391386649
Eredivisie 2025-2026,AFC Ajax,47l204bkq2qqjhtazusr0019m,Y. Baas,Defender,Right Back,33,3231.0,0.990750130937867,0.027597496683506,2.791697432493135,0.0777631596794745,20.990750130937865,0.5847005607503584,0.5401189270200469,97.60445682451254,0.4456824512534819,0.1392757660167131,0.5571030640668524,0.0891101030207446,0.990750130937867,2.791697432493135,2.791697432493135,0.0777631596794745,20.0,0.5693770066585477,0.0272122755313662
Eredivisie 2025-2026,Alkmaar Zaanstreek,nw48ayorxrpxwcxbdhxy44k4,B. van Duijl,Defender,Right Back,7,674.0,-0.0810838467708729,-0.0108272198952204,0.5747712038999834,0.0767498640222529,4.918916153229128,0.6568285664549282,0.261920056445049,74.51038575667656,0.400593471810089,0.1335311572700296,0.6676557863501483,0.0459540733525563,-0.0810838467708729,0.5747712038999834,0.5747712038999834,0.0767498640222529,5.0,0.7127019322141274,0.0137444488609788
Eredivisie 2025-2026,Fortuna Sittard,9zryne6aa951ltubvjo0gk12i,M. Ihattaren,Midfielder,Attacking Midfielder,28,2735.0,1.1034110877766643,0.0363096884460328,2.33072944551484,0.0766967642034133,-1.8965889122233368,-0.0624106040585375,-0.0658876906809813,52.914076782449726,2.270566727605119,0.1974405850091407,-0.0987202925045703,0.1570535092517603,1.1034110877766643,2.33072944551484,2.33072944551484,0.0766967642034133,-3.0,-0.1347843450479233,-0.002473625465545
Eredivisie 2025-2026,FC Volendam,8r3k1iuul274c0ha0vy90jys,A. Oehlers,Midfielder,Attacking Midfielder,33,3180.0,-0.063543896925329,-0.0017984121771319,2.5082024024928,0.0709868604479094,-15.06354389692533,-0.4263267140639244,-0.5806185297375502,25.839622641509433,0.5094339622641509,0.1132075471698113,-0.4245283018867924,0.0404222745447699,-0.063543896925329,2.5082024024928,2.5082024024928,0.0709868604479094,-15.0,-0.8210929659702582,-0.0130324723863891
Eredivisie 2025-2026,Go Ahead Eagles,eytcfp4cu6qkar65kf0p5rm96,J. Dirksen,Goalkeeper,Goalkeeper,18,1726.0,0.0122087622942157,0.0006366098531166,1.3075410351818564,0.0681800076282543,7.012208762294215,0.3656424035958744,0.307393521426364,51.726535341830825,0.2607184241019699,0.1042873696407879,0.3650057937427578,0.0367439718656502,0.0122087622942157,1.3075410351818564,1.3075410351818564,0.0681800076282543,7.0,0.514818043146655,0.0024608649998602
Eredivisie 2025-2026,Go Ahead Eagles,1q0v3qpciql8rkyz4qrlvbuju,J. Breum,Midfielder,Central Midfielder,28,2688.0,-0.6331028591029474,-0.0211976403717504,2.025849108482673,0.0678297692572323,6.366897140897052,0.2131773596282495,0.2125079170828145,56.38392857142857,1.1049107142857142,0.2008928571428571,0.234375,0.1118654475138743,-0.6331028591029474,2.025849108482673,2.025849108482673,0.0678297692572323,7.0,0.293480539445182,0.0091971330990113
