season,team,player_id,player,position_group,position_detail,matches,minutes,gda_action_gda_expected,gda_action_gda_expected_per90,gda_action_gda_actual,gda_action_gda_actual_per90,gda_goal_difference_added,gda_goal_difference_added_per90,gda_reliability_adjusted_per90,gda_action_count_per90,gda_action_shots_per90,gda_action_goals_per90,gda_score_component_per90,gda_xg_json_per90,epv_added,vaep_value,goals_added,goals_added_per90,raw_plus_minus,raw_plus_minus_per90,rapm_per90
Eredivisie 2025-2026,Feyenoord Rotterdam,55jzj7tzvnfytfq92sbcpvuok,S. van Persie,Forward,Centre Forward,3,285.0,0.079938925957834,0.0252438713551054,1.7400955779916398,0.5495038667342022,0.079938925957834,0.0252438713551054,0.0052233788835836,13.578947368421051,0.631578947368421,0.631578947368421,0.0,0.1073189519893245,0.079938925957834,1.7400955779916398,1.7400955779916398,0.5495038667342022,0.0,0.0,-0.0006759499951465
Eredivisie 2025-2026,FC Utrecht,egcs7b6ixb62ep08t7jznf9ih,V. Jensen,Midfielder,Central Midfielder,8,771.0,0.8881968329080153,0.1036805641526866,3.667844467187801,0.4281530506444903,5.888196832908015,0.6873381517013247,0.3206960263450607,37.12062256809339,1.6342412451361867,0.5836575875486382,0.5836575875486382,0.2591851010568345,0.8881968329080153,3.667844467187801,3.667844467187801,0.4281530506444903,5.0,0.7956856157722572,-1.6229669770292914e-05
Eredivisie 2025-2026,Nijmegen Eendracht Combinatie,32ko5zzk7805mp4q4n3iwiihg,K. Shiogai,Forward,Centre Forward,12,1188.0,0.7981021620564565,0.060462285004277,5.583553669620184,0.4229964901227412,7.798102162056456,0.5907653153073072,0.4390200001646385,15.227272727272728,1.0606060606060606,0.5303030303030303,0.5303030303030303,0.1677688251845661,0.7981021620564565,5.583553669620184,5.583553669620184,0.4229964901227412,7.0,1.3403304730160983,0.01473730619171
Eredivisie 2025-2026,Heracles Almelo,5i0e7e59vav8ynqzt7qrvitt6,J. Hornkamp,Forward,Centre Forward,14,1347.0,2.1004179293291037,0.1403397280175347,5.957384558254742,0.3980435116873992,-3.899582070670896,-0.2605511405793472,-0.1745989033480572,43.42984409799555,2.67260579064588,0.6681514476614699,-0.4008908685968819,0.4104476639916055,2.1004179293291037,5.957384558254742,5.957384558254742,0.3980435116873992,-6.0,-0.4667444574095682,-0.009521722628185
Eredivisie 2025-2026,Feyenoord Rotterdam,8d0ffyx2qnnp0limf5aou92ei,A. Ueda,Forward,Centre Forward,31,3027.0,2.3861594166833724,0.0709462661055512,12.384335768677005,0.368216127909128,24.386159416683373,0.7250592492571866,0.7148048946772666,40.01982160555005,3.032705649157582,0.7433102081268583,0.6541129831516352,0.4460403463232816,2.3861594166833724,12.384335768677005,12.384335768677005,0.368216127909128,22.0,0.7516798906647432,0.0174479059084539
Eredivisie 2025-2026,FC Utrecht,1s1c0w7we8oouklrwshie0iz8,R. El Arguioui,Midfielder,Defensive Midfielder,2,223.0,0.0588583156092731,0.0237544771517245,0.8884901861497073,0.3585834831994334,-0.9411416843907268,-0.3798329667944637,-0.0611730633669459,24.2152466367713,0.4035874439461883,0.4035874439461883,-0.4035874439461883,0.0687584378984795,0.0588583156092731,0.8884901861497073,0.8884901861497073,0.3585834831994334,-1.0,-1.310043668122271,-0.0028752657472494
Eredivisie 2025-2026,PSV Eindhoven,emglxnqrlqskt8krglv7sziwa,R. Pepi,Forward,Centre Forward,26,2499.0,2.521766506456279,0.0908199222013065,9.744039656981457,0.3509257979705206,21.52176650645628,0.7750936316851001,0.864896852173779,26.218487394957982,2.1968787515006003,0.5762304921968787,0.6842737094837935,0.3161246164276649,2.521766506456279,9.744039656981457,9.744039656981457,0.3509257979705206,19.0,1.1361874598569246,0.0247570751657173
Eredivisie 2025-2026,PSV Eindhoven,avv12sgcucblnbfb790xovf8,R. van Bommel,Forward,Right Winger,6,583.0,-0.1457760451269243,-0.0225040206885474,1.9883447961820768,0.3069485963231336,7.854223954873076,1.2124874029821215,0.4565335142057447,53.2590051457976,1.234991423670669,0.4631217838765009,1.234991423670669,0.1336691668648198,-0.1457760451269243,1.9883447961820768,1.9883447961820768,0.3069485963231336,8.0,1.8996526098236663,0.0036642142401186
Eredivisie 2025-2026,AFC Ajax,cx6fxszjvjam6zb3c3p0dd1jo,M. Godts,Forward,Right Winger,34,3330.0,0.1152769256000987,0.0031155925837864,9.5265418241406,0.2574741033551513,20.1152769256001,0.543656133124327,0.5300268775326054,68.83783783783784,2.3513513513513513,0.4864864864864865,0.5405405405405406,0.2321279757151217,0.1152769256000987,9.5265418241406,9.5265418241406,0.2574741033551513,20.0,0.587825481146042,0.0285246599317785
Eredivisie 2025-2026,PSV Eindhoven,21k54i5a6d9bi4f6gplgzxiw9,G. Til,Midfielder,Attacking Midfielder,29,2779.0,2.462657833859378,0.0797550216075365,6.990620966909409,0.2263965048657239,48.46265783385938,1.569499534022074,1.5302498925233508,42.52249010435408,1.9755307664627564,0.4534005037783375,1.4897445124145376,0.3067590205201502,2.462657833859378,6.990620966909409,6.990620966909409,0.2263965048657239,46.0,1.7612649342361824,0.0633076295799131
Eredivisie 2025-2026,Alkmaar Zaanstreek,59ynmlwky3h6m9g2r7a8igi96,T. Parrott,Forward,Centre Forward,28,2696.0,2.0845675763315574,0.0695886802187834,6.615572858700433,0.2208462749566168,7.084567576331557,0.2365026268063205,0.2244936924609295,43.26409495548961,2.97106824925816,0.5675074183976261,0.166913946587537,0.4162498236597928,2.0845675763315574,6.615572858700433,6.615572858700433,0.2208462749566168,5.0,0.1925216052023615,0.0105365104946924
Eredivisie 2025-2026,PSV Eindhoven,9vf02r3geinhsy732oxyrcacq,I. Saibari,Midfielder,Attacking Midfielder,27,2599.0,2.387146700241766,0.0826637949294955,6.173808391660731,0.2137909793187632,36.387146700241765,1.2600397087425004,1.1791686980026994,66.38322431704502,3.151212004617161,0.5194305502116199,1.177375913813005,0.3883033658223523,2.387146700241766,6.173808391660731,6.173808391660731,0.2137909793187632,34.0,1.357345635202271,0.0465859251561669
Eredivisie 2025-2026,SBV Excelsior,dotvgi9g50m2axfw4isamd1ck,M. Jonathans,Midfielder,Left Midfielder,9,872.0,1.0578463806104998,0.1091813924942029,1.904299614678206,0.196544685001191,6.0578463806105,0.6252364383657627,0.3653357097617052,20.84862385321101,0.8256880733944955,0.2064220183486238,0.5160550458715596,0.1190587258416359,1.0578463806104998,1.904299614678206,1.904299614678206,0.196544685001191,5.0,1.6343825665859566,-0.004790087017977
Eredivisie 2025-2026,Go Ahead Eagles,a2psnkhu3h7m0ng8e7qdietey,S. Tengstedt,Midfielder,Left Midfielder,13,1236.0,0.3299784738959728,0.0240275587788329,2.680801424366118,0.195203987211125,2.329978473895973,0.169658626739998,0.1205034097566352,32.11165048543689,1.383495145631068,0.2912621359223301,0.145631067961165,0.120085707490038,0.3299784738959728,2.680801424366118,2.680801424366118,0.195203987211125,2.0,0.2509876830118522,3.829717004821061e-05
Eredivisie 2025-2026,Sparta Rotterdam,50zbw9cb2gon7eb7w08ndfyms,M. Zonneveld,Forward,Centre Forward,11,1054.0,0.3463373869759651,0.0295734011649306,2.2456012419404843,0.1917496316647472,-5.653662613024035,-0.4827605646794716,-0.3386268679002466,12.210626185958256,0.9392789373814042,0.3415559772296015,-0.5123339658444023,0.1793797467297849,0.3463373869759651,2.2456012419404843,2.2456012419404843,0.1917496316647472,-6.0,-1.8333050415888643,-0.0134642150835733
Eredivisie 2025-2026,Go Ahead Eagles,1tmihr54maqj0h7785cg9ez56,M. Suray,Midfielder,Right Midfielder,32,3074.0,0.9427433253565708,0.0276014636571539,5.755314742192933,0.1685030340915302,6.94274332535657,0.2032683471965163,0.2002602197250157,44.12166558230319,1.844502277163305,0.3513337670787247,0.1756668835393623,0.2104321966443486,0.9427433253565708,5.755314742192933,5.755314742192933,0.1685030340915302,6.0,0.2002261814271677,-0.0031625566240849
Eredivisie 2025-2026,FC Utrecht,29s8wk0a2m66rebsfx1jfuuh,D. van den Berg,Midfielder,Central Midfielder,5,491.0,0.0239969443822798,0.0043986252431877,0.9120739184105456,0.1671825919693464,0.0239969443822796,0.0043986252431877,0.0015069064677373,18.69653767820774,0.1832993890020366,0.1832993890020366,0.0,0.0205154222758779,0.0239969443822798,0.9120739184105456,0.9120739184105456,0.1671825919693464,0.0,0.0,0.0069909917891416
Eredivisie 2025-2026,FC Utrecht,a02jtmvlc1tlstvt96pa1hisq,D. Murkin,Defender,Right Back,9,871.0,-0.2771900027565785,-0.0286419061401745,1.5143480917797458,0.1564768407120288,2.7228099972434214,0.2813466128035682,0.1572642208592599,29.138920780711825,0.2066590126291619,0.2066590126291619,0.3099885189437428,0.0215402657769584,-0.2771900027565785,1.5143480917797458,1.5143480917797458,0.1564768407120288,3.0,0.680072205197095,0.0122473718602777
Eredivisie 2025-2026,Fortuna Sittard,5ghvrbmlh0tqos9iohj8f7zzd,K. Sierhuis,Forward,Centre Forward,30,2921.0,2.9312421658851417,0.0903155751214182,5.03684014032817,0.1551919248988481,-1.0687578341148578,-0.0329298887608138,-0.0364504896548632,39.06881205066758,2.4032865457035264,0.3697363916466963,-0.1232454638822321,0.3048600418692666,2.9312421658851417,5.03684014032817,5.03684014032817,0.1551919248988481,-4.0,-0.1740055101744888,-0.0235980399106005
Eredivisie 2025-2026,FC Utrecht,33yauarx84sam5u05vgyqxfxl,J. Karlsson,Midfielder,Right Midfielder,18,1782.0,0.6156517465901022,0.0310935225550556,2.890888422794484,0.1460044657977012,2.6156517465901024,0.1321036235651566,0.1330672119685576,26.91919191919192,1.1111111111111112,0.202020202020202,0.101010101010101,0.0871092587775565,0.6156517465901022,2.890888422794484,2.890888422794484,0.1460044657977012,2.0,0.2349511606152239,-0.0135965936238229
Eredivisie 2025-2026,AFC Ajax,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,Midfielder,Central Midfielder,31,3040.0,0.2455223579387609,0.0072687540179238,4.897391724971575,0.1449885708050795,18.24552235793876,0.540163490860029,0.6142107278101007,42.483552631578945,0.8881578947368421,0.2664473684210526,0.5328947368421053,0.128727551633897,0.2455223579387609,4.897391724971575,4.897391724971575,0.1449885708050795,18.0,0.7656859269762496,0.0537670731156725
Eredivisie 2025-2026,NAC Breda,b486fhu2s7pyi92yk1iczglp1,T. Kongolo,Defender,Right Back,5,491.0,-0.0562607371327763,-0.010312558741242,0.788668761445232,0.144562502097904,-1.0562607371327764,-0.1936119477432787,-0.0649100343054162,24.745417515274948,0.1832993890020366,0.1832993890020366,-0.1832993890020366,0.0284243281628905,-0.0562607371327763,0.788668761445232,0.788668761445232,0.144562502097904,-1.0,-0.4036779546983629,0.0089971120280399
Eredivisie 2025-2026,Heracles Almelo,2fadtqb0v2zreactvdosbxy50,Y. Borges Sanches,Midfielder,Right Midfielder,11,1055.0,0.0432751772429107,0.0036917212813857,1.6768453000001329,0.1430484142180208,-9.956724822757089,-0.8493888474389933,-0.5439893667723876,28.151658767772513,0.5118483412322274,0.1706161137440758,-0.8530805687203792,0.0312594208074408,0.0432751772429107,1.6768453000001329,1.6768453000001329,0.1430484142180208,-10.0,-1.617395992452152,0.0017415812044385
Eredivisie 2025-2026,SC Telstar,14csdlb8p0tnj6zqrs148ct1w,J. Ritmeester van de Kamp,Forward,Centre Forward,28,2727.0,-0.3313613129727435,-0.0109360169297935,4.303097489984657,0.1420164188113748,-4.331361312972744,-0.1429492182499255,-0.1438725172285681,45.57755775577558,0.7260726072607261,0.231023102310231,-0.132013201320132,0.0780706665690627,-0.3313613129727435,4.303097489984657,4.303097489984657,0.1420164188113748,-4.0,-0.1663483457581172,-0.0083735935074742
Eredivisie 2025-2026,PEC Zwolle,2072f0p9ful9u577gdvo89yw9,K. Kostons,Forward,Centre Forward,34,3263.0,1.0521981772762017,0.0290217088430457,5.0911444844610445,0.1404238441929187,-17.947801822723797,-0.4950359068480361,-0.4746166982835995,47.330677290836654,1.6825007661661049,0.3034017775053632,-0.5240576156910818,0.1919996421554901,1.0521981772762017,5.0911444844610445,5.0911444844610445,0.1404238441929187,-19.0,-0.5611617031749938,-0.0174682132217142
Eredivisie 2025-2026,SC Telstar,dk7zyk16nsnh0czeky7vi0x78,S. van Duijn,Forward,Centre Forward,14,1360.0,0.1382672181728231,0.0091500364967309,2.103667310930557,0.139213277929228,5.138267218172823,0.3400323894379073,0.2381837618690163,45.26470588235294,1.5220588235294117,0.3308823529411764,0.3308823529411764,0.2008191115086794,0.1382672181728231,2.103667310930557,2.103667310930557,0.139213277929228,5.0,0.4291163382072472,-0.000858281408888
Eredivisie 2025-2026,SC Heerenveen,aqnr6l3f02hx0soadunxbjcpg,J. Trenskow,Midfielder,Attacking Midfielder,34,3305.0,0.6174859062429994,0.0168150473712163,5.095969247387534,0.1387707208063171,1.6174859062429996,0.0440465148447412,0.0446227912693765,51.685325264750375,2.3963691376701965,0.3540090771558245,0.0272314674735249,0.2320534037207238,0.6174859062429994,5.095969247387534,5.095969247387534,0.1387707208063171,1.0,0.0313121531744144,0.0074963229121329
Eredivisie 2025-2026,FC Twente,a185wef6iz1nun1wry40jcgoa,N. Ünüvar,Midfielder,Attacking Midfielder,8,780.0,0.142390363694098,0.016429657349319,1.1506072786314132,0.1327623783036246,0.1423903636940981,0.016429657349319,0.0086688914623884,20.192307692307693,0.8076923076923077,0.2307692307692307,0.0,0.1144365098149251,0.142390363694098,1.1506072786314132,1.1506072786314132,0.1327623783036246,0.0,0.0,-0.0286125508196495
