season,team,matches,passes_attempted,passes_attempted_per90,passes_completed,passes_completed_per90,pass_completion_pct,forward_passes,forward_passes_per90,backward_passes,backward_passes_per90,lateral_passes,lateral_passes_per90,progressive_passes,progressive_passes_per90,progressive_pass_share,passes_into_final_third,passes_into_final_third_per90,final_third_entry_pass_share,passes_into_box,passes_into_box_per90,box_entry_pass_share,switches,switches_per90,through_balls,through_balls_per90,through_balls_completed,through_balls_completed_per90,through_ball_completion_pct,xt_passes,xt_passes_per90,xt_per_pass
Eredivisie 2025-2026,Sparta Rotterdam,34,14818.0,404.986334649256,11534.0,315.23231096264806,0.7783776488055069,8322.0,227.44609778317644,4707.0,128.64561190403887,1787.0,48.839963559064685,3219.0,87.97752808988764,0.2172357943042246,1052.0,28.75189796538111,0.07099473613173168,412.0,11.260249013058004,0.027804022135240924,718.0,19.623443668387488,39.0,1.0658973580321895,15.0,0.4099605223200729,0.38461538461538464,11539.0,315.3689644700881,0.7787150762586044
Eredivisie 2025-2026,SC Telstar,34,13635.0,371.3010590015128,10251.0,279.1497730711044,0.7518151815181519,7849.0,213.7397881996974,4151.0,113.03782148260213,1635.0,44.52344931921331,3190.0,86.86838124054464,0.2339567290062339,972.0,26.468986384266262,0.07128712871287128,475.0,12.934947049924356,0.034836817015034834,693.0,18.8714069591528,34.0,0.9258698940998488,18.0,0.4901664145234493,0.5294117647058824,10292.0,280.2662632375189,0.7548221488815549
Eredivisie 2025-2026,SC Heerenveen,35,16896.0,447.2470588235294,13296.0,351.9529411764706,0.7869318181818182,9471.0,250.70294117647057,5350.0,141.61764705882354,2076.0,54.95294117647059,3693.0,97.75588235294116,0.2185724431818181,1275.0,33.75,0.07546164772727272,596.0,15.776470588235297,0.035274621212121215,589.0,15.591176470588236,42.0,1.111764705882353,21.0,0.5558823529411765,0.5,13302.0,352.11176470588236,0.7872869318181818
Eredivisie 2025-2026,SBV Excelsior,34,15099.0,413.41953148767874,11487.0,314.5208396714329,0.760778859527121,8349.0,228.60054761180407,5070.0,138.81959233343474,1680.0,45.99939154243992,3207.0,87.80955278369333,0.2123981720643751,969.0,26.53179190751445,0.0641764355255315,331.0,9.062975357468815,0.021921981588184647,824.0,22.561606327958625,18.0,0.492850623668999,10.0,0.2738059020383328,0.5555555555555556,11497.000000000002,314.79464557347126,0.7614411550433805
Eredivisie 2025-2026,PSV Eindhoven,34,20179.0,556.40625,17060.0,470.40441176470586,0.8454333713266267,10671.0,294.23713235294116,6549.0,180.57904411764707,2958.0,81.5625,4464.0,123.08823529411764,0.2212200802814807,1587.0,43.75919117647059,0.07864611725060706,695.0,19.16360294117647,0.034441746369988605,752.0,20.735294117647054,69.0,1.9025735294117647,38.0,1.0477941176470589,0.5507246376811594,17061.0,470.4319852941176,0.8454829277962238
Eredivisie 2025-2026,PEC Zwolle,34,13998.0,386.0925528654613,10777.0,297.25099601593627,0.7698956993856265,7902.0,217.9528041679436,4286.0,118.21636530799876,1810.0,49.92338338951885,2811.0,77.53294514250689,0.2008144020574367,843.0,23.251608948820103,0.06022288898414059,341.0,9.405455102666258,0.02436062294613516,524.0,14.452957401164571,48.0,1.323935029114312,22.0,0.6068035550107264,0.4583333333333333,10798.0,297.8302175911738,0.7713959137019574
Eredivisie 2025-2026,Nijmegen Eendracht Combinatie,34,16132.0,435.8691083758631,12450.0,336.3854698288802,0.7717579965286387,9102.0,245.92614830381268,4995.0,134.9594716301411,2035.0,54.98348844190934,3436.0,92.83698589012307,0.2129928093230845,1264.0,34.1519063344341,0.07835358294073891,614.0,16.589612728910236,0.03806099677659311,482.0,13.023116181326928,48.0,1.2969078354848391,25.0,0.6754728309816872,0.5208333333333334,12486.000000000002,337.35815070549387,0.7739895859161915
Eredivisie 2025-2026,NAC Breda,34,15032.0,408.3549652882584,11397.0,309.6076063990341,0.7581825439063331,8583.0,233.1632961062481,4532.0,123.11500150920617,1917.0,52.076667672804106,3148.0,85.51765771204346,0.209419904204364,1120.0,30.425596136432237,0.0745077168706759,448.0,12.170238454572894,0.029803086748270355,544.0,14.778146694838515,21.0,0.5704799275581044,8.0,0.2173256866888017,0.38095238095238093,11414.999999999998,310.0965891940839,0.7593799893560403
Eredivisie 2025-2026,Heracles Almelo,34,13099.0,360.19248395967,9849.0,270.8249312557287,0.7518894572104741,7452.0,204.9129239230064,3949.0,108.5884509624198,1697.0,46.663611365719525,2718.0,74.73877176901925,0.2074967554775173,897.0,24.66544454628781,0.06847850980990915,373.0,10.256645279560036,0.028475456141690204,477.0,13.11640696608616,18.0,0.4949587534372135,8.0,0.2199816681943171,0.4444444444444444,9852.0,270.90742438130155,0.7521184823268952
Eredivisie 2025-2026,Go Ahead Eagles,34,15467.0,425.697247706422,12093.0,332.8348623853211,0.7818581496088446,8409.0,231.44036697247705,5060.0,139.26605504587155,1995.0,54.908256880733944,3214.0,88.45871559633028,0.207797245749014,1092.0,30.05504587155963,0.0706019266826146,429.0,11.807339449541283,0.027736471196741448,701.0,19.293577981651374,43.0,1.18348623853211,16.0,0.4403669724770642,0.37209302325581395,12101.0,333.0550458715596,0.7823753798409517
