season,team,matches,box_actions,final_third_actions,turnovers,turnovers_per90,dangerous_turnovers,dangerous_turnovers_per90,dangerous_turnover_share,carries,carries_per90,carry_distance,carry_distance_per90,progressive_carries,progressive_carries_per90,carries_into_final_third,carries_into_final_third_per90,carries_into_box,carries_into_box_per90,xt_carries,xt_carries_per90
Eredivisie 2025-2026,Sparta Rotterdam,34,1281.0,6041.0,4076.0,111.3999392651078,1691.0,46.21621621621622,0.4148675171736997,6081.0,166.19799574855756,100007.56820104274,2733.2769930439863,1410.0,38.536289098086854,476.0,13.009413908290313,230.0,6.286061342241117,1265.0,34.573337382326145
Eredivisie 2025-2026,SC Telstar,34,1313.0,6112.0,4170.0,113.5552193645991,1809.0,49.26172465960666,0.43381294964028777,5623.0,153.12254160363088,94297.89110360591,2567.8699544098436,1464.0,39.86686838124054,490.0,13.343419062027232,200.0,5.446293494704992,1302.0,35.4553706505295
Eredivisie 2025-2026,SC Heerenveen,35,1615.0,7195.0,4455.0,117.92647058823528,1928.0,51.03529411764706,0.43277216610549946,7036.0,186.24705882352941,119849.69327395047,3172.491880781042,1774.0,46.95882352941177,670.0,17.735294117647058,285.0,7.544117647058823,1320.0,34.94117647058823
Eredivisie 2025-2026,SBV Excelsior,34,1230.0,5873.0,4413.0,120.83054456951628,1986.0,54.3778521448129,0.45003399048266485,6164.0,168.77395801642834,102139.84198135172,2796.6491567756784,1423.0,38.96257986005476,496.0,13.580772741101306,204.0,5.585640401581989,1314.0000000000002,35.978095527836935
Eredivisie 2025-2026,PSV Eindhoven,34,1881.0,8934.0,3969.0,109.43933823529412,1369.0,37.74816176470589,0.344923154446964,8905.0,245.54227941176472,146837.6179658559,4048.831377734997,2192.0,60.44117647058824,947.0,26.112132352941178,379.0,10.450367647058824,1225.0,33.77757352941177
Eredivisie 2025-2026,PEC Zwolle,34,1016.0,5105.0,4040.0,111.43119828378792,1926.0,53.12289304321177,0.4767326732673267,6030.0,166.31933803248546,99605.51806158849,2747.3173844753187,1357.0,37.428746552252534,436.0,12.025743181121667,173.0,4.7716825007661665,1233.0,34.00858106037389
Eredivisie 2025-2026,Nijmegen Eendracht Combinatie,34,1745.0,8530.0,4618.0,124.77334133893726,1828.0,49.39057340138097,0.39584235599826767,7116.0,192.26658661062743,118318.90561820558,3196.848245463375,1734.0,46.85079555688982,780.0,21.07475232662864,334.0,9.02431702191534,1342.0,36.259381567096966
Eredivisie 2025-2026,NAC Breda,34,1418.0,6749.0,4475.0,121.56655599154844,1773.0,48.16480531240568,0.39620111731843577,6267.0,170.24750980984004,107132.10982869941,2910.3199168677775,1614.0,43.84545728946574,662.0,17.98370057349834,227.0,6.166616359794748,1189.0,32.30003018412315
Eredivisie 2025-2026,Heracles Almelo,34,1187.0,5439.0,4020.0,110.54078826764436,1676.0,46.08615948670944,0.41691542288557215,5425.0,149.1750687442713,90101.78835346017,2477.592713660683,1297.0,35.66452795600367,455.0,12.511457378551787,184.0,5.059578368469294,1151.0,31.64986251145738
Eredivisie 2025-2026,Go Ahead Eagles,34,1243.0,6233.0,4114.0,113.22935779816514,1750.0,48.1651376146789,0.42537676227515797,6283.0,172.92660550458714,106061.39557182771,2919.1209790411294,1500.0,41.28440366972477,568.0,15.633027522935778,202.0,5.559633027522936,1079.0,29.69724770642202
