season,team,matches,goals,goals_per90,shots,shots_per90,shots_on_target,shots_on_target_per90,shot_accuracy_pct,conversion_pct,danger_xg,danger_xg_per90,xg_per_shot,danger_psxg,danger_psxg_per90,danger_xgot,danger_xgot_per90,key_passes,key_passes_per90,expected_assists,expected_assists_per90,box_actions,box_actions_per90,final_third_actions,final_third_actions_per90,take_ons,take_ons_per90,take_ons_completed,take_ons_completed_per90,take_on_success_pct
Eredivisie 2025-2026,PSV Eindhoven,34,98.0,2.702205882352941,597.0,16.46139705882353,389.0,10.726102941176473,0.6515912897822446,0.16415410385259632,70.12997092664239,1.9337308159919775,0.1174706380680777,82.83246542873907,2.28398342174832,220.9579160863906,6.0925895979703295,396.0,10.919117647058824,211.24819437041876,5.824858300654928,1881.0,51.86580882352941,8934.0,246.34191176470588,679.0,18.722426470588236,310.0,8.547794117647058,0.4565537555228277
Eredivisie 2025-2026,Nijmegen Eendracht Combinatie,34,74.0,1.999399579705794,579.0,15.643950765535877,393.0,10.618432903032122,0.6787564766839378,0.12780656303972365,62.09069838725027,1.6776231926906406,0.10723782104879148,71.17349717312956,1.9230305450560377,194.61349587120117,5.258245160134526,344.0,9.294506154308015,175.13996355235574,4.7320914799495695,1745.0,47.14800360252177,8530.0,230.47132993095167,684.0,18.48093665565896,314.0,8.483938757129991,0.4590643274853801
Eredivisie 2025-2026,Feyenoord Rotterdam,34,70.0,1.903323262839879,570.0,15.498489425981871,377.0,10.250755287009063,0.6614035087719298,0.12280701754385964,61.22308418601749,1.6646760050578773,0.10740891962459208,69.08602435064967,1.8784719611959124,201.89032525271176,5.489465037082797,367.0,9.978851963746225,158.24471144005653,4.302726292932051,1904.0,51.770392749244714,8131.0,221.0845921450151,724.0,19.68580060422961,315.0,8.564954682779456,0.4350828729281768
Eredivisie 2025-2026,AFC Ajax,36,69.0,1.7622020431328036,543.0,13.867763904653804,360.0,9.194097616345063,0.6629834254143646,0.1270718232044199,60.489492208510605,1.5448508225783073,0.11139869651659412,66.63684729374944,1.7018491079561435,183.33615916855632,4.68225151111523,354.0,9.040862656072644,170.65336409211156,4.358343577834859,1645.0,42.01191827468786,7315.0,186.8189557321226,730.0,18.643586833144155,296.0,7.5595913734392735,0.4054794520547945
Eredivisie 2025-2026,FC Utrecht,36,62.0,1.584327086882453,555.0,14.18228279386712,351.0,8.969335604770016,0.6324324324324324,0.11171171171171171,57.009670577719774,1.4568058921052751,0.10272012716706265,62.9457875242608,1.6084954222553869,189.65009640693663,4.846254593022231,347.0,8.867120954003408,137.05282543785867,3.502201672176968,1486.0,37.97274275979557,6374.0,162.87904599659285,589.0,15.051107325383304,232.0,5.928449744463373,0.3938879456706282
Eredivisie 2025-2026,FC Twente,34,59.0,1.6144724840377014,607.0,16.609911827303133,404.0,11.055031924597142,0.6655683690280065,0.09719934102141681,67.36179632291194,1.8432841803168365,0.11097495275603285,68.58810758493956,1.8768408886119063,201.31099950119852,5.508662193708686,383.0,10.48038917604135,173.01016421988604,4.734239823590679,1873.0,51.25266038309517,8119.0,222.16783216783216,618.0,16.910915171784737,248.0,6.78625722103983,0.40129449838187703
Eredivisie 2025-2026,Alkmaar Zaanstreek,34,58.0,1.5934065934065933,539.0,14.807692307692308,352.0,9.67032967032967,0.6530612244897959,0.10760667903525047,60.1727473285794,1.6530974540818515,0.11163775014578738,63.49985309875802,1.7445014587570882,179.54831628657877,4.932646051829087,337.0,9.25824175824176,154.37304176390168,4.24101763087642,1632.0,44.83516483516483,7124.0,195.71428571428572,649.0,17.82967032967033,281.0,7.71978021978022,0.43297380585516176
Eredivisie 2025-2026,SC Heerenveen,35,57.0,1.508823529411765,524.0,13.870588235294118,358.0,9.476470588235294,0.683206106870229,0.10877862595419847,57.81127545036372,1.5302984678037457,0.11032686154649565,63.37618007682263,1.6776047667394225,174.6167869026214,4.62220906506939,341.0,9.026470588235297,161.17923836037514,4.266509250715813,1615.0,42.75,7195.0,190.4558823529412,623.0,16.491176470588236,285.0,7.544117647058823,0.45746388443017655
Eredivisie 2025-2026,Go Ahead Eagles,34,56.0,1.5412844036697249,397.0,10.926605504587156,273.0,7.513761467889908,0.6876574307304786,0.14105793450881612,44.117186008840775,1.2142344773075442,0.11112641312050574,56.43219101315945,1.5531795691695265,131.62015948712826,3.6225731968934385,242.0,6.660550458715596,105.87364812009034,2.913953617984138,1243.0,34.211009174311926,6233.0,171.5504587155963,468.0,12.880733944954128,204.0,5.614678899082569,0.4358974358974359
Eredivisie 2025-2026,Fortuna Sittard,34,51.0,1.3821138211382114,434.0,11.761517615176151,270.0,7.317073170731708,0.6221198156682027,0.1175115207373272,47.76230332523582,1.294371363827529,0.11005139015031296,50.29288225019,1.362950738487534,150.06795289821923,4.066882192363665,259.0,7.018970189701897,102.7728480864316,2.785172034862645,1107.0,30.0,5831.0,158.02168021680217,491.0,13.306233062330625,194.0,5.257452574525745,0.395112016293279
Eredivisie 2025-2026,FC Groningen,35,49.0,1.303191489361702,546.0,14.52127659574468,351.0,9.335106382978724,0.6428571428571429,0.08974358974358974,57.79697464391586,1.537153580955209,0.10585526491559681,55.466442438130024,1.475171341439628,182.46326244141903,4.852746341527103,332.0,8.829787234042554,142.69523175805804,3.795085951012182,1478.0,39.308510638297875,7315.0,194.54787234042553,591.0,15.71808510638298,220.0,5.851063829787234,0.37225042301184436
Eredivisie 2025-2026,SC Telstar,34,48.0,1.307110438729198,434.0,11.818456883509834,278.0,7.57034795763994,0.6405529953917051,0.11059907834101383,45.83855074539778,1.248251003656823,0.10561878051934973,52.92502328005968,1.4412260499864966,147.9690384221077,4.029414056880391,265.0,7.216338880484115,110.13459018617866,2.999126510364926,1313.0,35.75491679273828,6112.0,166.43872919818455,498.0,13.56127080181543,196.0,5.337367624810892,0.39357429718875503
Eredivisie 2025-2026,PEC Zwolle,34,45.0,1.2411890897946676,329.0,9.07447134538768,205.0,5.654305853509041,0.6231003039513677,0.13677811550151975,35.89627137593923,0.9900902310249864,0.10910720782960252,38.57184661747305,1.0638878932186866,110.03910077176988,3.0350962517497058,210.0,5.792215752375115,86.58507458120582,2.3881877757611165,1016.0,28.02329144958627,5105.0,140.80600674226173,499.0,13.7634079068342,194.0,5.350904076003678,0.38877755511022044
Eredivisie 2025-2026,Sparta Rotterdam,34,43.0,1.175220163984209,445.0,12.16216216216216,271.0,7.406620103249317,0.6089887640449438,0.09662921348314607,46.341517406403995,1.2665461787356087,0.10413824136270561,47.62835718429879,1.301716412568142,154.09904849238694,4.2116350939310125,286.0,7.816580625569389,103.10567572526632,2.8179504449662827,1281.0,35.010628606134226,6041.0,165.10476768903737,558.0,15.250531430306712,223.0,6.094746431825084,0.3996415770609319
Eredivisie 2025-2026,SBV Excelsior,34,41.0,1.1226041983571646,423.0,11.58198965622148,258.0,7.064192272588987,0.6099290780141844,0.09692671394799054,46.10533263608811,1.2623912191201487,0.10899605824134305,43.89271702467812,1.201808497785528,146.810641695559,4.019762017827901,251.0,6.872528141162154,95.33328271284697,2.6102815467466467,1230.0,33.678125950714936,5873.0,160.80620626711286,555.0,15.196227563127472,237.0,6.489199878308488,0.42702702702702705
Eredivisie 2025-2026,FC Volendam,34,37.0,1.016793893129771,376.0,10.332824427480915,237.0,6.512977099236641,0.6303191489361702,0.09840425531914894,37.14424486637114,1.0207578741903518,0.09878788528290197,39.254068237654856,1.0787377530958586,124.28882371254264,3.4155707279782717,240.0,6.595419847328245,93.33673357032237,2.5649789378103858,1069.0,29.37709923664122,5353.0,147.10534351145037,536.0,14.729770992366412,227.0,6.238167938931298,0.42350746268656714
Eredivisie 2025-2026,Heracles Almelo,34,36.0,0.9899175068744273,378.0,10.394133822181486,201.0,5.5270394133822185,0.5317460317460317,0.09523809523809523,41.87753793492911,1.151536331849563,0.11078713739399235,40.7561658736423,1.1207011697610163,147.24640728615225,4.048938788803453,229.0,6.296975252062328,101.76120059378442,2.7981998330096545,1187.0,32.639780018331805,5439.0,149.56003666361136,497.0,13.666361136571952,188.0,5.169569202566453,0.3782696177062374
Eredivisie 2025-2026,NAC Breda,34,35.0,0.9507998792635074,481.0,13.066706912164202,271.0,7.361907636583157,0.5634095634095634,0.07276507276507277,42.7434509925544,1.1611562298007534,0.08886372347724407,42.83532464636954,1.1636520429137516,159.72942766621708,4.339163443996238,315.0,8.557198913371566,101.0417082365602,2.7448698283399997,1418.0,38.5209779655901,6749.0,183.34138243284033,533.0,14.479323875641413,220.0,5.976456383942047,0.41275797373358347
