season,team,player_id,player,position_group,position_detail,secondary_position,position_confidence,matches,minutes,shooting_impact_score,creation_impact_score,progression_impact_score,defensive_impact_score,attacking_impact_score,balanced_impact_score,total_football_impact_score,impact_above_50,impact_sample_reliability,decision_quality_index,ball_security,press_resistance_proxy,goals_added_per90,gda_goal_difference_added_per90,rapm_per90
Eredivisie 2025-2026,PSV Eindhoven,d4j19ipiaeuetyij08fofgs15,J. Veerman,Midfielder,Central Midfielder,,1.0,30,2880.0,83.10708898944193,99.5475113122172,98.71794871794872,61.387631975867265,93.79084967320262,85.69004524886878,85.69004524886878,35.690045248868785,1.0,75.1822101626133,0.8061178587494378,0.5,0.0353890519510894,1.1118846972973295,0.0623835209730267
Eredivisie 2025-2026,PSV Eindhoven,9vf02r3geinhsy732oxyrcacq,I. Saibari,Midfielder,Attacking Midfielder,,0.8919723651525905,27,2599.0,98.79336349924586,96.83257918552036,84.91704374057315,56.938159879336354,93.51432880844645,84.37028657616892,84.37028657616894,34.37028657616894,1.0,67.75062137531069,0.7928748964374482,0.0,0.2137909793187632,1.2600397087425004,0.0465859251561669
Eredivisie 2025-2026,Alkmaar Zaanstreek,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,Midfielder,Central Midfielder,,0.9876428884374875,30,2894.0,94.7209653092006,96.68174962292608,86.34992458521872,58.97435897435898,92.58421317244847,84.1817496229261,84.1817496229261,34.181749622926105,1.0,85.09210526315789,0.7526315789473684,0.75,0.1307993231941613,0.3190523319028182,0.0216008947212703
Eredivisie 2025-2026,PSV Eindhoven,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,Midfielder,Attacking Midfielder,Right Winger,0.6891612425713476,30,2889.0,88.83861236802414,96.9079939668175,85.8974358974359,62.29260935143287,90.54801407742586,83.48416289592761,83.48416289592761,33.48416289592761,1.0,64.25910931174089,0.6931174089068826,0.0,-0.0203321440463297,1.1809906714927243,0.0250868879249301
Eredivisie 2025-2026,Nijmegen Eendracht Combinatie,dse071e8zbzm8l37m64g6e1p0,K. Sano,Midfielder,Central Midfielder,,0.9314696342356616,34,3331.0,71.7948717948718,97.73755656108597,87.78280542986425,73.60482654600303,85.771744595274,82.73001508295626,82.73001508295626,32.73001508295626,1.0,82.13082454306439,0.7684437264404954,1.0,-0.0616717535644092,0.4073485068078746,-0.0038936223813361
Eredivisie 2025-2026,Feyenoord Rotterdam,dwyl0yii553i57u7azfa7d15g,A. Hadj Moussa,Midfielder,Attacking Midfielder,Left Winger,0.8019098546161226,30,2930.0,93.89140271493214,97.88838612368023,85.67119155354449,50.904977375565615,92.48366013071895,82.08898944193062,82.08898944193062,32.08898944193062,1.0,61.26923076923077,0.6076923076923078,0.0,0.0504343741468105,0.6778431323890035,0.0257971201598176
Eredivisie 2025-2026,AFC Ajax,cx6fxszjvjam6zb3c3p0dd1jo,M. Godts,Forward,Right Winger,Attacking Midfielder,0.7837618653661935,34,3330.0,97.43589743589745,97.36048265460032,87.93363499245852,43.36349924585218,94.24333836098543,81.52337858220213,81.52337858220213,31.523378582202128,1.0,89.36708860759492,0.6962025316455696,1.0,0.2574741033551513,0.543656133124327,0.0285246599317785
Eredivisie 2025-2026,FC Twente,dc119ejc7lls2rd3ywigl2smi,R. Zerrouki,Midfielder,Central Midfielder,,1.0,32,3098.0,71.34238310708899,92.9110105580694,91.77978883861238,68.25037707390648,85.3443941679236,81.07088989441931,81.07088989441931,31.07088989441931,1.0,79.15768607822636,0.8018763796909492,1.0,-0.01594334072755,0.5629343838675753,0.0116275564749335
Eredivisie 2025-2026,FC Utrecht,enimk3ibb10vk3f8vrmmhq7oq,S. El Karouani,Defender,Right Back,,0.9774670743060042,34,3329.0,73.22775263951735,96.83257918552036,94.34389140271492,58.8235294117647,88.13474107591753,80.80693815987932,80.80693815987934,30.806938159879337,1.0,88.99448345035105,0.6855566700100301,1.0,-0.0057492348830966,0.4152510795834533,0.0077226454972354
Eredivisie 2025-2026,SC Heerenveen,aqnr6l3f02hx0soadunxbjcpg,J. Trenskow,Midfielder,Attacking Midfielder,,0.9861878613219527,34,3305.0,96.22926093514327,91.77978883861238,76.54600301659126,56.78733031674208,88.1850175967823,80.33559577677225,80.33559577677225,30.33559577677225,1.0,65.37648054145517,0.7250423011844331,0.0,0.1387707208063171,0.0440465148447412,0.0074963229121329
