team,disruption_disruption_actions,disruption_disruption_score,disruption_disruption_positive_xt_added,disruption_disruption_value,disruption_disruption_actions_per90,disruption_disruption_score_per90,disruption_disruption_positive_xt_added_per90,disruption_disruption_value_per90,disruption_disruption_actions__home,disruption_disruption_score__home,disruption_disruption_positive_xt_added__home,disruption_disruption_value__home,disruption_disruption_actions__home_per90,disruption_disruption_score__home_per90,disruption_disruption_positive_xt_added__home_per90,disruption_disruption_value__home_per90,disruption_disruption_actions__away,disruption_disruption_score__away,disruption_disruption_positive_xt_added__away,disruption_disruption_value__away,disruption_disruption_actions__away_per90,disruption_disruption_score__away_per90,disruption_disruption_positive_xt_added__away_per90,disruption_disruption_value__away_per90,disruption_disruption_actions__H1,disruption_disruption_score__H1,disruption_disruption_positive_xt_added__H1,disruption_disruption_value__H1,disruption_disruption_actions__H1_per90,disruption_disruption_score__H1_per90,disruption_disruption_positive_xt_added__H1_per90,disruption_disruption_value__H1_per90,disruption_disruption_actions__H2,disruption_disruption_score__H2,disruption_disruption_positive_xt_added__H2,disruption_disruption_value__H2,disruption_disruption_actions__H2_per90,disruption_disruption_score__H2_per90,disruption_disruption_positive_xt_added__H2_per90,disruption_disruption_value__H2_per90,disruption_disruption_actions__last5,disruption_disruption_score__last5,disruption_disruption_positive_xt_added__last5,disruption_disruption_value__last5,disruption_disruption_actions__last5_per90,disruption_disruption_score__last5_per90,disruption_disruption_positive_xt_added__last5_per90,disruption_disruption_value__last5_per90,disruption_disruption_actions_percentile,disruption_disruption_actions_zscore,disruption_disruption_score_percentile,disruption_disruption_score_zscore,disruption_disruption_positive_xt_added_percentile,disruption_disruption_positive_xt_added_zscore,disruption_disruption_value_percentile,disruption_disruption_value_zscore,disruption_disruption_actions_per90_percentile,disruption_disruption_actions_per90_zscore,disruption_disruption_score_per90_percentile,disruption_disruption_score_per90_zscore,disruption_disruption_positive_xt_added_per90_percentile,disruption_disruption_positive_xt_added_per90_zscore,disruption_disruption_value_per90_percentile,disruption_disruption_value_per90_zscore,disruption_disruption_actions__home_percentile,disruption_disruption_actions__home_zscore,disruption_disruption_score__home_percentile,disruption_disruption_score__home_zscore,disruption_disruption_positive_xt_added__home_percentile,disruption_disruption_positive_xt_added__home_zscore,disruption_disruption_value__home_percentile,disruption_disruption_value__home_zscore,disruption_disruption_actions__home_per90_percentile,disruption_disruption_actions__home_per90_zscore,disruption_disruption_score__home_per90_percentile,disruption_disruption_score__home_per90_zscore,disruption_disruption_positive_xt_added__home_per90_percentile,disruption_disruption_positive_xt_added__home_per90_zscore,disruption_disruption_value__home_per90_percentile,disruption_disruption_value__home_per90_zscore,disruption_disruption_actions__away_percentile,disruption_disruption_actions__away_zscore,disruption_disruption_score__away_percentile,disruption_disruption_score__away_zscore,disruption_disruption_positive_xt_added__away_percentile,disruption_disruption_positive_xt_added__away_zscore,disruption_disruption_value__away_percentile,disruption_disruption_value__away_zscore,disruption_disruption_actions__away_per90_percentile,disruption_disruption_actions__away_per90_zscore,disruption_disruption_score__away_per90_percentile,disruption_disruption_score__away_per90_zscore,disruption_disruption_positive_xt_added__away_per90_percentile,disruption_disruption_positive_xt_added__away_per90_zscore,disruption_disruption_value__away_per90_percentile,disruption_disruption_value__away_per90_zscore,disruption_disruption_actions__H1_percentile,disruption_disruption_actions__H1_zscore,disruption_disruption_score__H1_percentile,disruption_disruption_score__H1_zscore,disruption_disruption_positive_xt_added__H1_percentile,disruption_disruption_positive_xt_added__H1_zscore,disruption_disruption_value__H1_percentile,disruption_disruption_value__H1_zscore,disruption_disruption_actions__H1_per90_percentile,disruption_disruption_actions__H1_per90_zscore,disruption_disruption_score__H1_per90_percentile,disruption_disruption_score__H1_per90_zscore,disruption_disruption_positive_xt_added__H1_per90_percentile,disruption_disruption_positive_xt_added__H1_per90_zscore,disruption_disruption_value__H1_per90_percentile,disruption_disruption_value__H1_per90_zscore,disruption_disruption_actions__H2_percentile,disruption_disruption_actions__H2_zscore,disruption_disruption_score__H2_percentile,disruption_disruption_score__H2_zscore,disruption_disruption_positive_xt_added__H2_percentile,disruption_disruption_positive_xt_added__H2_zscore,disruption_disruption_value__H2_percentile,disruption_disruption_value__H2_zscore,disruption_disruption_actions__H2_per90_percentile,disruption_disruption_actions__H2_per90_zscore,disruption_disruption_score__H2_per90_percentile,disruption_disruption_score__H2_per90_zscore,disruption_disruption_positive_xt_added__H2_per90_percentile,disruption_disruption_positive_xt_added__H2_per90_zscore,disruption_disruption_value__H2_per90_percentile,disruption_disruption_value__H2_per90_zscore,disruption_disruption_actions__last5_percentile,disruption_disruption_actions__last5_zscore,disruption_disruption_score__last5_percentile,disruption_disruption_score__last5_zscore,disruption_disruption_positive_xt_added__last5_percentile,disruption_disruption_positive_xt_added__last5_zscore,disruption_disruption_value__last5_percentile,disruption_disruption_value__last5_zscore,disruption_disruption_actions__last5_per90_percentile,disruption_disruption_actions__last5_per90_zscore,disruption_disruption_score__last5_per90_percentile,disruption_disruption_score__last5_per90_zscore,disruption_disruption_positive_xt_added__last5_per90_percentile,disruption_disruption_positive_xt_added__last5_per90_zscore,disruption_disruption_value__last5_per90_percentile,disruption_disruption_value__last5_per90_zscore
AFC Ajax,156,67.72135359813335,0.3012474322026309,0.1170436493674967,4.0979,1.779,0.0079,0.0031,88,38.71483469461563,0.1390370973624335,0.05915302253812187,4.4949,1.9775,0.0071,0.003,68,29.00651890351772,0.1622103348401974,0.05789062682937487,3.6776,1.5688,0.0088,0.0031,77,33.3416763888399,0.02924929977364479,0.009036384645954472,2.4412,1.0571,0.0009,0.0003,79,34.37967720929345,0.2719981324289861,0.1080072647215423,2.5046,1.09,0.0086,0.0034,27,11.93750282988076,0.0417850362905596,0.0197478153109901,4.9648,2.1951,0.0077,0.0036,72.2,0.477,72.2,0.481,94.4,1.635,100.0,2.351,61.1,0.061,50.0,0.074,94.4,1.444,100.0,2.137,94.4,1.414,88.9,1.4,83.3,1.157,100.0,2.435,77.8,0.673,83.3,0.674,83.3,0.954,100.0,2.199,55.6,-0.192,50.0,-0.229,88.9,1.177,94.4,1.447,44.4,-0.381,38.9,-0.411,83.3,1.07,91.7,1.325,83.3,0.649,77.8,0.592,38.9,-0.574,33.3,-0.665,77.8,0.797,66.7,0.675,33.3,-0.621,36.1,-0.622,61.1,0.203,66.7,0.255,100.0,2.285,100.0,3.0,61.1,0.177,55.6,0.24,100.0,2.203,100.0,2.883,80.6,1.011,100.0,1.355,61.1,-0.005,77.8,0.81,77.8,0.956,100.0,1.313,61.1,-0.012,77.8,0.781
Alkmaar Zaanstreek,149,64.86217285377417,0.232761492929992,0.0652503582833369,4.0934,1.7819,0.0064,0.0018,71,31.67595826077356,0.1139836556260958,0.03325952061232265,3.9011,1.7404,0.0063,0.0018,78,33.18621459300061,0.1187778373038962,0.03199083767101426,4.2857,1.8234,0.0065,0.0018,64,26.98068775689283,0.1016155027870058,0.02865063107185755,2.135,0.9001,0.0034,0.001,85,37.88148509688134,0.1311459901429862,0.03659972721147935,2.6465,1.1795,0.0041,0.0011,20,8.679743382289843,0.006527888108366501,0.0019414836407827,3.7363,1.6215,0.0012,0.0004,63.9,0.161,61.1,0.193,77.8,0.764,72.2,0.387,55.6,0.052,55.6,0.085,77.8,0.741,63.9,0.351,47.2,-0.367,55.6,-0.152,77.8,0.698,83.3,0.672,44.4,-0.535,50.0,-0.281,77.8,0.689,83.3,0.657,72.2,0.46,66.7,0.377,72.2,0.396,61.1,0.018,66.7,0.42,66.7,0.329,66.7,0.338,58.3,0.033,38.9,-0.428,38.9,-0.56,83.3,1.27,83.3,1.189,55.6,-0.265,44.4,-0.442,86.1,1.361,86.1,1.291,72.2,0.651,77.8,0.85,61.1,0.156,61.1,-0.103,77.8,0.613,77.8,0.857,61.1,0.086,58.3,-0.209,25.0,-0.835,27.8,-0.606,27.8,-0.788,27.8,-0.959,22.2,-0.813,27.8,-0.583,27.8,-0.787,27.8,-0.93
FC Groningen,188,84.25839986149724,0.2032035173322407,0.03360648273027088,5.0,2.2409,0.0054,0.0009,96,42.07882689132961,0.1499121513037302,0.02489339366778762,5.2566,2.3041,0.0082,0.0014,92,42.17957297016763,0.05329136602851042,0.008713089062483257,4.7577,2.1813,0.0028,0.0005,93,41.22815751207128,0.1277634350337584,0.009760808664246513,2.7053,1.1993,0.0037,0.0003,95,43.03024234942596,0.07544008229848223,0.02384567406602437,2.6009,1.1781,0.0021,0.0007,23,8.656531908417817,0.1745138071514062,0.02086486069267796,4.2819,1.6116,0.0325,0.0039,100.0,1.924,100.0,2.149,66.7,0.389,27.8,-0.813,94.4,1.744,100.0,1.924,61.1,0.273,22.2,-0.885,100.0,2.253,100.0,2.141,94.4,1.357,66.7,0.102,100.0,2.222,94.4,1.99,94.4,1.319,69.4,0.143,94.4,1.374,94.4,1.683,27.8,-0.781,11.1,-1.266,83.3,1.042,94.4,1.369,27.8,-0.84,11.1,-1.259,100.0,1.974,100.0,2.02,100.0,1.936,38.9,-0.597,94.4,1.713,100.0,1.686,97.2,1.599,36.1,-0.622,88.9,1.398,100.0,1.726,33.3,-0.687,27.8,-0.658,72.2,0.473,72.2,0.848,27.8,-0.855,27.8,-0.747,50.0,-0.044,22.2,-0.62,100.0,2.941,83.3,0.921,55.6,-0.027,22.2,-0.616,100.0,2.947,83.3,0.942
FC Twente,136,62.74885751831372,0.1020395961689863,0.031630555682643,4.0816,1.8832,0.0031,0.0009,70,32.73181998936281,0.02454969008382309,0.006789356539319018,4.3417,2.0302,0.0015,0.0004,66,30.01703752895091,0.0774899060851632,0.02484119914332399,3.8378,1.7454,0.0045,0.0014,75,35.1620594325176,0.009896438882436588,0.004559236865606322,2.3259,1.0905,0.0003,0.0001,61,27.58679808579612,0.0921431572865497,0.02707131881703668,2.102,0.9506,0.0032,0.0009,26,11.36032701155746,0.05994855917579659,0.01690422389529159,4.8379,2.1139,0.0112,0.0031,44.4,-0.427,50.0,-0.021,22.2,-0.898,22.2,-0.888,50.0,0.03,72.2,0.491,22.2,-0.804,22.2,-0.885,36.1,-0.471,61.1,0.08,22.2,-0.941,16.7,-1.13,66.7,0.362,88.9,0.886,25.0,-0.903,16.7,-1.142,50.0,-0.323,61.1,-0.083,55.6,-0.346,44.4,-0.376,50.0,-0.17,55.6,0.102,55.6,-0.299,44.4,-0.364,72.2,0.483,83.3,0.921,22.2,-1.068,16.7,-1.088,72.2,0.397,83.3,0.912,22.2,-1.097,11.1,-1.169,11.1,-1.141,27.8,-0.9,50.0,-0.434,44.4,-0.517,11.1,-1.061,33.3,-0.721,50.0,-0.337,47.2,-0.478,72.2,0.747,83.3,1.007,72.2,0.398,72.2,0.527,72.2,0.773,83.3,1.044,72.2,0.406,69.4,0.514
FC Utrecht,141,59.56439407247105,0.217167034147621,0.07574783717940793,3.706,1.5656,0.0057,0.002,70,30.19608087194835,0.0740041642778831,0.02597717249146718,3.788,1.634,0.004,0.0014,71,29.36831320052269,0.1431628698697378,0.04977066468794075,3.6286,1.5009,0.0073,0.0025,65,28.38754263412934,0.05411007655502963,0.01826547403170892,1.9289,0.8424,0.0016,0.0005,76,31.17685143834171,0.1630569575925913,0.05748236314769901,2.2553,0.9252,0.0048,0.0017,24,9.757275690804061,0.06922666092528491,0.02411010707772024,4.4157,1.7952,0.0127,0.0044,50.0,-0.201,44.4,-0.342,72.2,0.566,83.3,0.785,33.3,-0.671,27.8,-0.781,72.2,0.414,83.3,0.626,36.1,-0.471,38.9,-0.479,66.7,-0.035,77.8,0.176,33.3,-0.765,27.8,-0.71,66.7,-0.074,69.4,0.143,61.1,0.004,55.6,-0.177,77.8,0.835,77.8,0.999,38.9,-0.446,33.3,-0.608,75.0,0.592,77.8,0.729,44.4,-0.345,50.0,-0.305,61.1,0.059,66.7,0.207,16.7,-0.98,27.8,-0.853,55.6,-0.066,55.6,-0.076,52.8,-0.021,38.9,-0.289,77.8,0.638,88.9,0.804,38.9,-0.59,27.8,-0.897,69.4,0.416,75.0,0.598,63.9,0.22,50.0,0.043,83.3,0.604,88.9,1.243,61.1,0.165,50.0,-0.009,83.3,0.585,88.9,1.209
FC Volendam,126,57.52130935519077,0.1298128213126918,0.04976705228134808,3.7977,1.7337,0.0039,0.0015,64,29.21139154255164,0.06048667654330919,0.02006772056387663,3.7374,1.7059,0.0035,0.0012,62,28.30991781263913,0.06932614476938258,0.02969933171747144,3.862,1.7634,0.0043,0.0018,55,24.15000751702087,0.07933479232979058,0.03029401801455413,1.9033,0.8357,0.0027,0.001,71,33.3713018381699,0.05047802898290119,0.01947303426679395,2.3692,1.1136,0.0017,0.0006,20,8.686256472118492,0.0115312523983314,0.003463031782879725,3.7374,1.6232,0.0022,0.0006,19.4,-0.879,33.3,-0.548,38.9,-0.545,55.6,-0.2,44.4,-0.499,44.4,-0.108,44.4,-0.429,55.6,-0.061,11.1,-1.1,22.2,-0.696,44.4,-0.283,44.4,-0.226,27.8,-0.868,38.9,-0.42,44.4,-0.239,47.2,-0.114,38.9,-0.583,38.9,-0.33,38.9,-0.493,50.0,-0.108,55.6,-0.138,61.1,0.154,50.0,-0.362,58.3,0.033,16.7,-1.173,16.7,-1.072,77.8,0.702,88.9,1.344,11.1,-1.069,16.7,-0.901,77.8,0.806,86.1,1.291,44.4,-0.394,61.1,0.084,16.7,-1.064,16.7,-0.848,50.0,-0.239,66.7,0.403,16.7,-1.043,13.9,-0.881,25.0,-0.835,33.3,-0.602,33.3,-0.677,38.9,-0.808,27.8,-0.812,33.3,-0.578,33.3,-0.668,38.9,-0.823
Feyenoord Rotterdam,173,71.4830709476785,0.05198892928779249,0.01600421898590296,4.7039,1.9436,0.0014,0.0004,82,34.4830198334829,0.003625334668972195,0.002259424687183337,4.4592,1.8752,0.0002,0.0001,91,37.0000511141956,0.0483635946188203,0.01374479429871962,4.9486,2.0121,0.0026,0.0007,76,31.54960083303216,0.002376924572300397,0.002183914590896717,2.1956,0.9115,0.0001,0.0001,97,39.93347011464634,0.0496120047154921,0.01382030439500624,2.9891,1.2306,0.0015,0.0004,28,11.62845932728502,0.04547614191798781,0.01150488486376668,5.177,2.15,0.0084,0.0021,88.9,1.246,88.9,0.861,11.1,-1.534,5.6,-1.481,88.9,1.191,83.3,0.733,11.1,-1.6,5.6,-1.573,80.6,0.786,77.8,0.467,5.6,-1.325,5.6,-1.438,72.2,0.601,66.7,0.262,5.6,-1.334,5.6,-1.528,88.9,1.308,83.3,0.931,22.2,-0.87,16.7,-0.988,94.4,1.294,83.3,0.877,19.4,-0.903,16.7,-1.06,77.8,0.566,61.1,0.267,5.6,-1.259,5.6,-1.313,66.7,-0.055,50.0,-0.361,5.6,-1.255,11.1,-1.169,94.4,1.547,88.9,1.199,11.1,-1.077,5.6,-1.093,100.0,1.666,88.9,1.21,11.1,-1.137,5.6,-1.15,91.7,1.274,88.9,1.169,66.7,0.077,55.6,-0.009,94.4,1.262,88.9,1.163,66.7,0.072,55.6,-0.021
Fortuna Sittard,128,56.05176144737733,0.242837136743489,0.06470377558521107,3.6856,1.614,0.007,0.0019,79,33.77563620935967,0.1968383307455576,0.04723978863084651,4.5495,1.9451,0.0113,0.0027,49,22.27612523801766,0.04599880599793139,0.01746398695436455,2.8218,1.2828,0.0026,0.001,52,24.77887712252001,0.02478978079859869,0.0126229126367021,2.0832,0.9927,0.001,0.0005,76,31.27288432485732,0.2180473559448903,0.05208086294850896,2.4147,0.9936,0.0069,0.0017,23,11.90494378480195,0.03443543000882569,0.01288557194819776,4.2385,2.1939,0.0063,0.0024,27.8,-0.789,27.8,-0.696,83.3,0.893,66.7,0.366,27.8,-0.709,33.3,-0.587,83.3,1.022,75.0,0.489,72.2,0.471,72.2,0.311,100.0,2.217,94.4,1.624,83.3,0.784,72.2,0.543,100.0,2.347,94.4,1.813,11.1,-1.432,11.1,-1.206,16.7,-0.912,27.8,-0.783,11.1,-1.509,11.1,-1.242,19.4,-0.903,27.8,-0.762,11.1,-1.422,22.2,-0.959,33.3,-0.688,44.4,-0.326,38.9,-0.445,61.1,0.216,38.9,-0.542,55.6,-0.076,52.8,-0.021,44.4,-0.273,94.4,1.469,72.2,0.57,55.6,-0.1,38.9,-0.425,94.4,1.403,75.0,0.598,50.0,-0.044,94.4,1.335,55.6,-0.168,61.1,0.128,44.4,-0.09,94.4,1.309,55.6,-0.179,61.1,0.14
Go Ahead Eagles,126,51.46249623090379,0.271114493542075,0.08693532414120632,3.573,1.4593,0.0077,0.0025,65,26.42200832553359,0.0648816069257156,0.02230402497380967,3.578,1.4544,0.0036,0.0012,61,25.0404879053702,0.2062328866163594,0.06463129916739666,3.5677,1.4645,0.0121,0.0038,62,21.89872667977531,0.1099426201170434,0.0320085190289897,2.0721,0.7319,0.0037,0.0011,64,29.56376955112847,0.1611718734250316,0.05492680511221663,2.3035,1.064,0.0058,0.002,16,5.157361857006968,0.1026177377228288,0.03363941844986996,2.9945,0.9652,0.0192,0.0063,19.4,-0.879,16.7,-1.159,88.9,1.252,88.9,1.209,16.7,-0.919,16.7,-1.207,88.9,1.35,88.9,1.313,16.7,-0.995,11.1,-1.311,55.6,-0.202,50.0,-0.074,11.1,-1.192,11.1,-1.433,52.8,-0.206,47.2,-0.114,30.6,-0.649,22.2,-0.805,100.0,1.969,100.0,1.819,33.3,-0.526,27.8,-0.714,100.0,2.12,100.0,2.02,27.8,-0.594,5.6,-1.48,94.4,1.482,94.4,1.506,33.3,-0.484,5.6,-1.639,97.2,1.599,94.4,1.564,25.0,-0.917,33.3,-0.564,72.2,0.609,77.8,0.693,44.4,-0.441,50.0,0.061,77.8,0.886,94.4,1.001,5.6,-1.89,5.6,-2.726,94.4,1.345,100.0,2.19,5.6,-1.882,5.6,-2.753,94.4,1.36,100.0,2.225
Heracles Almelo,113,46.31368486888617,0.1283124382216158,0.03700457162100654,3.2014,1.3121,0.0036,0.001,66,28.26018891654889,0.0661857262667532,0.01992879649607669,3.6297,1.5542,0.0036,0.0011,47,18.05349595233728,0.06212671195486259,0.01707577512492985,2.7463,1.0549,0.0036,0.001,50,22.07035956557598,0.0705389800398279,0.02104178880797476,1.7313,0.7642,0.0024,0.0007,63,24.24332530331019,0.0577734581817879,0.01596278281303177,2.1815,0.8395,0.002,0.0006,21,8.58137649456781,0.0120356088644946,0.002710654284314684,3.9267,1.6046,0.0023,0.0005,5.6,-1.467,5.6,-1.679,33.3,-0.564,33.3,-0.684,5.6,-1.612,5.6,-1.796,33.3,-0.57,33.3,-0.748,22.2,-0.891,16.7,-0.906,61.1,-0.178,38.9,-0.236,16.7,-1.087,16.7,-1.031,52.8,-0.206,36.1,-0.243,5.6,-1.562,5.6,-1.819,33.3,-0.622,22.2,-0.805,5.6,-1.608,5.6,-1.905,33.3,-0.585,27.8,-0.762,5.6,-1.587,11.1,-1.449,72.2,0.478,77.8,0.47,5.6,-1.666,11.1,-1.409,72.2,0.568,77.8,0.471,16.7,-0.991,11.1,-1.468,22.2,-0.954,11.1,-1.0,22.2,-0.817,5.6,-1.488,22.2,-0.902,13.9,-0.881,36.1,-0.571,16.7,-0.665,38.9,-0.666,33.3,-0.883,33.3,-0.539,16.7,-0.639,38.9,-0.656,33.3,-0.876
