season,team,player_id,player,position_group,position_detail,profile,minutes,eligible_for_reference,axis_order,axis_label,metric,raw_value,percentile,direction,unit,comparison_pool
Eredivisie 2025-2026,AFC Ajax,6km3r9cspyz7g6343o9mri63u,Raúl Moro,Midfielder,Attacking Midfielder,Attacking Midfielder,1371.0,True,1,Expected assists,expected_assists_per90,0.3090909680583935,54.255319148936174,higher,xA/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,AFC Ajax,6km3r9cspyz7g6343o9mri63u,Raúl Moro,Midfielder,Attacking Midfielder,Attacking Midfielder,1371.0,True,2,Key passes,key_passes_per90,0.9190371991247264,62.765957446808514,higher,passes/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,AFC Ajax,6km3r9cspyz7g6343o9mri63u,Raúl Moro,Midfielder,Attacking Midfielder,Attacking Midfielder,1371.0,True,3,Box entries,passes_into_box_per90,1.7067833698030634,62.765957446808514,higher,passes/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,AFC Ajax,6km3r9cspyz7g6343o9mri63u,Raúl Moro,Midfielder,Attacking Midfielder,Attacking Midfielder,1371.0,True,4,Pass xT,xt_from_all_passes_per90,9.978118161925602,43.61702127659574,higher,xT/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,AFC Ajax,6km3r9cspyz7g6343o9mri63u,Raúl Moro,Midfielder,Attacking Midfielder,Attacking Midfielder,1371.0,True,5,Take-ons,take_ons_completed_per90,0.3282275711159737,20.21276595744681,higher,actions/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,AFC Ajax,6km3r9cspyz7g6343o9mri63u,Raúl Moro,Midfielder,Attacking Midfielder,Attacking Midfielder,1371.0,True,6,Shot creation,shot_creation_actions_proxy_per90,3.938730853391685,56.38297872340426,higher,actions/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,AFC Ajax,6km3r9cspyz7g6343o9mri63u,Raúl Moro,Midfielder,Attacking Midfielder,Attacking Midfielder,1371.0,True,7,Second assists,second_assists_per90,0.0,24.46808510638298,higher,assists/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,AFC Ajax,6km3r9cspyz7g6343o9mri63u,Raúl Moro,Midfielder,Attacking Midfielder,Attacking Midfielder,1371.0,True,8,Ball security,turnovers_per_100_actions,23.05764411027569,15.957446808510639,lower,turnovers/100,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,Alkmaar Zaanstreek,c0os20ujhb2hujvtp21093l04,A. Oufkir,Midfielder,Attacking Midfielder,Attacking Midfielder,769.0,True,1,Expected assists,expected_assists_per90,0.1369170031676211,24.46808510638298,higher,xA/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,Alkmaar Zaanstreek,c0os20ujhb2hujvtp21093l04,A. Oufkir,Midfielder,Attacking Midfielder,Attacking Midfielder,769.0,True,2,Key passes,key_passes_per90,0.0,2.127659574468085,higher,passes/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,Alkmaar Zaanstreek,c0os20ujhb2hujvtp21093l04,A. Oufkir,Midfielder,Attacking Midfielder,Attacking Midfielder,769.0,True,3,Box entries,passes_into_box_per90,0.5851755526657998,20.21276595744681,higher,passes/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,Alkmaar Zaanstreek,c0os20ujhb2hujvtp21093l04,A. Oufkir,Midfielder,Attacking Midfielder,Attacking Midfielder,769.0,True,4,Pass xT,xt_from_all_passes_per90,5.149544863459037,11.702127659574469,higher,xT/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,Alkmaar Zaanstreek,c0os20ujhb2hujvtp21093l04,A. Oufkir,Midfielder,Attacking Midfielder,Attacking Midfielder,769.0,True,5,Take-ons,take_ons_completed_per90,0.1170351105331599,7.446808510638298,higher,actions/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,Alkmaar Zaanstreek,c0os20ujhb2hujvtp21093l04,A. Oufkir,Midfielder,Attacking Midfielder,Attacking Midfielder,769.0,True,6,Shot creation,shot_creation_actions_proxy_per90,1.287386215864759,5.319148936170213,higher,actions/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,Alkmaar Zaanstreek,c0os20ujhb2hujvtp21093l04,A. Oufkir,Midfielder,Attacking Midfielder,Attacking Midfielder,769.0,True,7,Second assists,second_assists_per90,0.0,24.46808510638298,higher,assists/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,Alkmaar Zaanstreek,c0os20ujhb2hujvtp21093l04,A. Oufkir,Midfielder,Attacking Midfielder,Attacking Midfielder,769.0,True,8,Ball security,turnovers_per_100_actions,19.51219512195122,37.234042553191486,lower,turnovers/100,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,Alkmaar Zaanstreek,wuh8s4gfo9ro3nel3rormg44,R. Daal,Midfielder,Attacking Midfielder,Attacking Midfielder,2308.0,True,1,Expected assists,expected_assists_per90,0.3414912349213578,60.638297872340424,higher,xA/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,Alkmaar Zaanstreek,wuh8s4gfo9ro3nel3rormg44,R. Daal,Midfielder,Attacking Midfielder,Attacking Midfielder,2308.0,True,2,Key passes,key_passes_per90,1.0528596187175043,67.02127659574468,higher,passes/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,Alkmaar Zaanstreek,wuh8s4gfo9ro3nel3rormg44,R. Daal,Midfielder,Attacking Midfielder,Attacking Midfielder,2308.0,True,3,Box entries,passes_into_box_per90,2.066724436741768,73.40425531914893,higher,passes/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,Alkmaar Zaanstreek,wuh8s4gfo9ro3nel3rormg44,R. Daal,Midfielder,Attacking Midfielder,Attacking Midfielder,2308.0,True,4,Pass xT,xt_from_all_passes_per90,14.467071057192374,62.765957446808514,higher,xT/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,Alkmaar Zaanstreek,wuh8s4gfo9ro3nel3rormg44,R. Daal,Midfielder,Attacking Midfielder,Attacking Midfielder,2308.0,True,5,Take-ons,take_ons_completed_per90,1.130849220103986,77.65957446808511,higher,actions/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,Alkmaar Zaanstreek,wuh8s4gfo9ro3nel3rormg44,R. Daal,Midfielder,Attacking Midfielder,Attacking Midfielder,2308.0,True,6,Shot creation,shot_creation_actions_proxy_per90,5.303292894280762,67.02127659574468,higher,actions/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,Alkmaar Zaanstreek,wuh8s4gfo9ro3nel3rormg44,R. Daal,Midfielder,Attacking Midfielder,Attacking Midfielder,2308.0,True,7,Second assists,second_assists_per90,0.0,24.46808510638298,higher,assists/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,Alkmaar Zaanstreek,wuh8s4gfo9ro3nel3rormg44,R. Daal,Midfielder,Attacking Midfielder,Attacking Midfielder,2308.0,True,8,Ball security,turnovers_per_100_actions,16.95431472081218,71.27659574468085,lower,turnovers/100,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,FC Groningen,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,Midfielder,Attacking Midfielder,Attacking Midfielder,1649.0,True,1,Expected assists,expected_assists_per90,0.1345402641665797,22.340425531914892,higher,xA/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,FC Groningen,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,Midfielder,Attacking Midfielder,Attacking Midfielder,1649.0,True,2,Key passes,key_passes_per90,0.4912067919951485,37.234042553191486,higher,passes/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,FC Groningen,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,Midfielder,Attacking Midfielder,Attacking Midfielder,1649.0,True,3,Box entries,passes_into_box_per90,0.7640994542146755,28.72340425531915,higher,passes/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,FC Groningen,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,Midfielder,Attacking Midfielder,Attacking Midfielder,1649.0,True,4,Pass xT,xt_from_all_passes_per90,4.257125530624621,9.574468085106384,higher,xT/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,FC Groningen,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,Midfielder,Attacking Midfielder,Attacking Midfielder,1649.0,True,5,Take-ons,take_ons_completed_per90,0.0,2.127659574468085,higher,actions/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,FC Groningen,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,Midfielder,Attacking Midfielder,Attacking Midfielder,1649.0,True,6,Shot creation,shot_creation_actions_proxy_per90,1.910248635536689,15.957446808510639,higher,actions/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,FC Groningen,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,Midfielder,Attacking Midfielder,Attacking Midfielder,1649.0,True,7,Second assists,second_assists_per90,0.0545785324439054,64.8936170212766,higher,assists/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,FC Groningen,atbvv2os8m7nfs0p128w5a6l1,M. Seuntjens,Midfielder,Attacking Midfielder,Attacking Midfielder,1649.0,True,8,Ball security,turnovers_per_100_actions,28.09917355371901,1.0638297872340416,lower,turnovers/100,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,FC Groningen,8ledzu9tb7knxqbj7izpk6b6c,N. Emeran,Midfielder,Attacking Midfielder,Attacking Midfielder,388.0,False,1,Expected assists,expected_assists_per90,0.0215422662608709,0.0,higher,xA/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,FC Groningen,8ledzu9tb7knxqbj7izpk6b6c,N. Emeran,Midfielder,Attacking Midfielder,Attacking Midfielder,388.0,False,2,Key passes,key_passes_per90,0.0,2.127659574468085,higher,passes/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,FC Groningen,8ledzu9tb7knxqbj7izpk6b6c,N. Emeran,Midfielder,Attacking Midfielder,Attacking Midfielder,388.0,False,3,Box entries,passes_into_box_per90,0.4639175257731959,17.02127659574468,higher,passes/90,Attacking Midfielder players with ≥450 minutes
Eredivisie 2025-2026,FC Groningen,8ledzu9tb7knxqbj7izpk6b6c,N. Emeran,Midfielder,Attacking Midfielder,Attacking Midfielder,388.0,False,4,Pass xT,xt_from_all_passes_per90,4.175257731958763,8.51063829787234,higher,xT/90,Attacking Midfielder players with ≥450 minutes
