rank,player_id,player_name,team,minutes,arithmetic_mean_z,weighted_mean_z,harmonic_mean_score,arithmetic_scaled,weighted_scaled,harmonic_scaled,fox_in_the_box_index,pillar_Box Presence,pillar_Shot Volume & Instinct,pillar_Finishing Output,pillar_Clinical Efficiency
20,dk7zyk16nsnh0czeky7vi0x78,S. van Duijn,SC Telstar,1048.7,0.7353712889936281,0.7771777096422763,29.23122781813247,52.15083372868566,50.71632336706943,49.77958757425832,50.882248223337804,47.03114330615154,51.43447249171973,37.802974852769545,58.31520728023566
21,57btqxe5sy3ygzxpp55p4umdx,W. Weghorst,AFC Ajax,2065.4,0.8255166246657208,0.7611107144505403,28.001599508363224,54.576719078159186,50.30034838052031,47.18777612736176,50.68828119534709,77.0246605596582,57.72461886396598,24.326121898925813,52.263165033523585
22,6narzhg4hjarzdm235jkcclxw,A. Stepanov,FC Utrecht,951.0,0.8974518369231483,0.7989285738984488,26.12381162463536,56.5125549838719,51.27945389386805,43.229773458406555,50.34059411204884,80.89287825744029,71.3186512750569,18.864650559734546,52.270754571394406
23,a2psnkhu3h7m0ng8e7qdietey,S. Tengstedt,Go Ahead Eagles,717.2,0.8957893481458258,0.9678379313293702,23.457841152012094,56.46781603938295,55.652522214787744,37.61043895452717,49.91025906956596,41.48777361923197,58.65187108949148,45.71542032627334,61.092390429921984
24,ahwtdhrerarmljk9bh0tcpk6i,S. Steijn,Feyenoord Rotterdam,1176.7,0.8234834752137195,0.8137735531375592,25.20340343416798,54.522005349133416,51.66379085081737,41.289736404186186,49.15851086804565,47.796156224034725,81.4052702216229,31.373118707329674,50.06358314406376
25,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,AFC Ajax,2115.8,0.6800513978872141,0.7411094656268291,27.766562484595784,50.662129822166555,49.78251544965042,46.692364917482195,49.04567006309972,40.8676183953916,47.06911592394257,37.735477371523835,63.2486137912941
26,c6ufljjgl050g9xn7e9ma7hg4,M. Smit,Go Ahead Eagles,1479.5,0.7038950057450301,0.7518800465625669,27.241016829168593,51.30378097970697,50.061366112540654,45.584619402206464,48.98325549815136,41.445251883031204,55.91063638778662,38.10493420092374,56.47025490902391
27,biee6dvb524juzai7iryyskix,D. Man,PSV Eindhoven,1532.5,0.7181739626796061,0.7126956502672698,26.853260286513553,51.688039490422966,49.04688091930081,44.76730587918668,48.500742096303476,60.61952417027252,50.3056266987649,31.521293146683654,53.49741460489027
28,7o8auo4uu5mzh7f4a44ucdf8q,D. Min,FC Utrecht,1017.7,0.6877338330780944,0.6512829346017612,27.548518927638835,50.86887049087546,47.45690387206518,46.23277254932248,48.18618230408771,57.08007329052778,64.66887432488389,21.12055711716209,58.33174450406967
29,2072f0p9ful9u577gdvo89yw9,K. Kostons,PEC Zwolle,3047.2,0.596428393910184,0.6010330190114725,28.71052001603019,48.411765799287394,46.15593205298376,48.68203928974436,47.74991238067184,46.357558863121724,60.16507168256976,29.25379693586076,50.97706948486189
30,cx6fxszjvjam6zb3c3p0dd1jo,M. Godts,AFC Ajax,3062.1,0.7914353016646408,0.8333363391905356,23.133397582025687,53.659562560380635,52.17027196742565,36.926576561410535,47.58547036307227,44.58392633419251,61.420861181133866,40.5905610950864,53.033782400611706
31,d7ml58kwwpetvnw46qja9ru5m,A. Descotte,FC Volendam,953.7,0.7490158213068567,0.7274180492423252,24.863295291608527,52.51801934946456,49.42804426954376,40.57285621359124,47.506306610866524,52.806815958090745,73.84834175094892,29.27084046896105,47.39102571392871
32,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,Fortuna Sittard,944.2,0.7369628938423823,0.8345377033385242,23.169220592396112,52.19366512818024,52.20137532118512,37.00208432875999,47.132374926041784,30.90666884255326,49.686227749169895,42.81308608656658,68.93486057278761
33,4mz9mhuv21kti5x38fb36q2g9,Y. El Kachati,Nijmegen Eendracht Combinatie,654.9,0.7421036439639678,0.7127898380204131,24.502465146417755,52.332006954879084,49.0493194430496,39.812298170757714,47.06454152289547,63.28529871496885,59.55225954593867,28.997674701879227,48.92402315766852
34,2ekx0fvuf0dsat062oj430d05,G. Nauber,Go Ahead Eagles,864.6,0.7775630287422517,0.7971265617836387,22.71761419991836,53.28624825193173,51.23279974626459,36.050188045780665,46.85641201465899,62.52327480604097,34.31354047981438,31.12446866058884,72.71504517074057
35,8ymqihdfqc7esda7y407lebx1,D. de Wit,FC Utrecht,2518.2,0.5845983894740043,0.5829621378650531,27.585958072875837,48.09341062059766,45.68807639907288,46.311686806920775,46.69772460886377,54.07270980297426,47.74405195531412,27.014351098271323,56.49956935290773
36,6q77vt9bp8dsq48pa97mfzsa1,T. Lauritsen,Sparta Rotterdam,3267.7,0.7195069326871452,0.634240230600415,24.920485938976963,51.72391081297635,47.01566775522317,40.69340270176761,46.47766042332237,83.16970159363409,49.66735843412494,19.68938195939647,49.78415833081835
37,33yauarx84sam5u05vgyqxfxl,J. Karlsson,FC Utrecht,766.1,0.8504117347477245,0.9274362075018018,19.2925696272145,55.246667028002584,54.606520375291424,28.830876600901284,46.22802133473177,38.925385903794385,56.48731783319745,44.62510277204158,62.91519848626681
38,3o4tq8qooplx2izq9rucgu7d,C. Tengstedt,Feyenoord Rotterdam,527.8,0.9406271665328534,0.7857094793339876,19.294601174621224,57.67443872170459,50.93721113982331,28.835158698004797,45.81560285317756,86.71833492357146,91.66342396888129,11.121941310671435,44.898543680115175
39,2fadtqb0v2zreactvdosbxy50,Y. Borges Sanches,Heracles Almelo,556.5,0.7718277245810339,0.8852692511777382,20.211048763082548,53.13190648554148,53.51481661361096,30.76684759243221,45.80452356386155,26.43509561227989,50.45284368790116,43.70637508136349,75.10792465071754
40,6f3c55lmvbkyifp466cepudt6,S. Włodarczyk,SBV Excelsior,846.5,0.5866672469077052,0.5534746465614162,26.503571623529865,48.14908528086872,44.924644366385955,44.03023186066383,45.701320502639504,52.20797608027332,66.56217990462476,22.30251111886839,49.45256937054621
41,6coor7jll29drx4kgvyt499wq,N. Naujoks,SBV Excelsior,2430.8,0.5726246329398927,0.5394588929923414,26.330024689232545,47.77118695436246,44.56177608686033,43.664429506153944,45.332464182458914,56.94879640278846,58.180177749145244,23.16863058091375,49.11938373555918
42,1tmihr54maqj0h7785cg9ez56,M. Suray,Go Ahead Eagles,2696.9,0.6472651810300901,0.6727586224649683,23.68574202504858,49.779825679136096,48.01291007381134,38.090808580698614,45.29451477788202,35.46033300688838,72.92427378063704,33.31530198546183,49.53307300881155
43,6k6qt155b79yf36833pamwbxm,K. Tejan,SC Telstar,966.5,0.6139542897433777,0.54210732748329,25.004480097040442,48.88340211436859,44.63034413512334,40.87044564930858,44.7947306329335,62.572966125189446,70.35818402239053,18.327717115419627,44.36605229243805
44,dotvgi9g50m2axfw4isamd1ck,M. Jonathans,FC Utrecht,585.5,0.5622237140553381,0.5578872141538006,25.159085147320763,47.49128964680921,45.03888587346211,41.19632228689165,44.57549926905432,42.99501731263459,66.96833749840334,26.222329794075875,49.891920273749285
45,aqnr6l3f02hx0soadunxbjcpg,J. Trenskow,SC Heerenveen,2874.3,0.6507279883410028,0.6608694806295146,21.980777897548396,49.87301268055955,47.70509983573849,34.49708395099141,44.025065489096484,43.63865877374382,67.40229176099629,32.33961407144281,47.79907123022677
46,eytcfp4cu6qkar65kf0p5rm96,J. Dirksen,Go Ahead Eagles,1223.7,0.8908009206638058,1.0371135584547038,14.209124283507572,56.333573340575306,57.446070275128534,18.115986803052415,43.965210139585416,26.533892102217255,36.45176129565623,43.655494890572974,100.0
47,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,PSV Eindhoven,888.9,0.509619454327113,0.5036436243485495,24.70341903021267,46.0756656209717,43.63451770938738,40.235868913379704,43.31535074791293,48.61111394716164,53.74951554167684,24.740896749756384,52.923068028931006
48,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,PEC Zwolle,681.2,0.5813848254868852,0.629212756665226,22.129774028548653,48.00693096263393,46.885506304521925,34.81113810443086,43.234525123862234,37.5260302084817,51.5693109313586,33.29781246721541,59.922060309864776
49,14csdlb8p0tnj6zqrs148ct1w,J. Ritmeester van de Kamp,SC Telstar,2164.1,0.597084846786396,0.6960224914775662,21.061959135071586,48.42943148773537,48.615212339052164,32.56039709424717,43.20168030701157,26.062895890489557,47.40405353943336,40.59538222767793,65.43706194971743
50,b23be312oxcbusvpjnnriukq2,Y. Oukili,Fortuna Sittard,571.0,0.5992859251562713,0.6746802362622424,21.07977924385999,48.488664322476225,48.06266071255459,32.59795833253013,43.049761122520316,29.204125116768264,55.27349288025557,39.03281872436234,57.78014891033615
51,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,Alkmaar Zaanstreek,2510.7,0.6026232929854042,0.6087854490852443,21.638335586638576,48.5784756439621,46.35664269969627,33.77528379864753,42.90346738076863,37.843630653760776,75.00192663701274,29.743072952878475,46.43255502285425
52,ab17bik4y8ilv3ahe50a81ixg,M. Meerdink,Alkmaar Zaanstreek,966.6,0.6797907708528272,0.5628838750850182,21.082975445544744,50.65511613366363,45.16824957456802,32.60469528876912,42.809353665666926,77.71781119642775,70.49519916527383,12.794651976679855,44.047842033170674
53,ac3lkaa1lkbsa82tfylq5zcb8,N. Lebreton,Nijmegen Eendracht Combinatie,1565.2,0.5208567680228807,0.4672933435517694,24.21858747667387,46.3780710028892,42.69340785125566,39.2139406117173,42.76180648862072,56.46126037675001,64.40860219834032,18.312833605470757,46.706076235698866
54,awsbedog2zaz7zpjucbcba82y,S. Shoretire,PEC Zwolle,1732.8,0.5456043539659121,0.5979517595090541,22.257381465677945,47.04404895645094,46.0761581522153,35.08010915335124,42.733438754005824,35.16306291306286,49.49628069889566,31.78362597165416,63.137948877275875
55,4jauu6ue076rbeq56exa4bcyy,M. Aïko,Fortuna Sittard,532.6,0.555665234351625,0.5744543061732446,22.24150481045665,47.31479554748131,45.46780838185316,35.04664432791248,42.60974941908231,40.78031313075729,57.75163023616518,28.0835569797829,56.840451633243646
56,5m8pflpgynidzk7d9507oujje,D. Rots,FC Twente,2481.9,0.5113671740968588,0.4990239008583422,23.545125396380026,46.12269820177914,43.51491292991448,37.794416748376904,42.477342626690174,52.36200352231999,52.56311141632101,26.217997644892964,47.74214241872784
57,c3j7m8kaoius8i6jihubgy6p6,Ángel Alarcón,FC Utrecht,1007.2,0.5537300196078425,0.48851350915807024,23.11489700533513,47.262717322246175,43.24279857412034,36.887581032387814,42.46436564291811,54.74997160612182,76.34009873061687,18.056722222949713,41.5294073940317
58,30oqkmhal9o3ktfnt06u17spg,L. Tunjić,Fortuna Sittard,499.6,0.6111851584908555,0.7246138070684371,19.38325434723707,48.80888250793329,49.35544235570467,29.022021919812502,42.39544892781682,27.401303823093386,36.5687402504295,40.35201002357468,75.67559933218268
59,cdir3jevzi4o8edgtfwu6jfca,Gonçalo Borges,Feyenoord Rotterdam,505.5,0.5920772926900529,0.5643011412778192,20.669616098693353,48.29467407595755,45.20494263873164,31.7334161564172,41.744344290368794,59.09561226639987,53.17170320953129,24.306328889923623,51.48832881994561
60,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,FC Twente,2622.1,0.49723620792426865,0.4777420781781537,22.531219451583983,45.742422244555044,42.96392590356087,35.65730505948613,41.45455106920068,42.34044865752867,71.49365810982432,23.586015553263355,44.16765177953377
61,4cbhx91p3l265b2cejzd07gbu,P. Brouwer,SC Telstar,2368.7,0.4210567186104539,0.40411584703624864,23.95330094717006,43.692369341884785,41.05774057497686,38.65476947161524,41.13495979615896,44.79622373522449,59.96949887941898,22.193531431989374,46.455819414176126
62,dwyl0yii553i57u7azfa7d15g,A. Hadj Moussa,Feyenoord Rotterdam,2710.1,0.5822380402401294,0.585890838916182,19.483994258159186,48.02989167551406,45.76390055696994,29.2343615774252,41.00938460330307,50.88603324243424,53.03564537933414,30.421069087930018,49.222507183383016
63,c5jk0pvcvqddy0xiqv6qkesph,H. Veerman,FC Volendam,1807.2,0.5703674038317119,0.46310606147171113,21.03873065518418,47.710443056931545,42.58499899283852,32.511436087422695,40.93562604573092,77.82896153101997,57.46532211218237,12.146629952937799,45.54386312672339
64,a76yp8gkkg6frtuhh3d6l46i,D. Proper,Nijmegen Eendracht Combinatie,1202.3,0.49738972976256907,0.5985737382046727,19.949429219842898,45.7465536438735,46.092261199266495,30.2154057286485,40.684740190596166,21.298823308958436,45.80079891152435,37.38038605651321,67.02220700251883
65,d2698ncsatg6jtvb0l9ijhj4k,N. Hopland,SC Heerenveen,647.9,0.5953731876042184,0.6930425115110812,17.139161416982986,48.38336932708804,48.538060568501265,24.291921207001433,40.40445036753025,30.99493934238643,34.07491456935958,34.76181144868939,81.72889997921068
66,ei9h1loyggj8fnf1q4jfdm710,T. van Bergen,FC Groningen,3181.8,0.5553608359225366,0.45644459202060433,20.322748568116552,47.306603934637195,42.41253334930944,31.002288522836274,40.24047526892764,67.27812981796104,69.8549777502716,11.986329594679754,44.27644248022835
67,64kb0lmkr24rmh59hb01m268k,R. van Cruijsen,FC Volendam,1416.2,0.4714440070055341,0.5347877467182729,20.137704222344624,45.04833284022876,44.4408399699737,30.612251916046397,40.033808242082955,30.426515909514034,48.92908183392001,34.153415051722305,57.144935970553114
68,536qjh4gcmpo5q68ti87e60kq,S. Mito,Sparta Rotterdam,1950.8,0.47924242091829033,0.472089748776365,20.577286849878394,45.258194592021454,42.8175869261216,31.538804498519635,39.8715286722209,47.11218725401369,55.981564436340584,25.375189014249116,48.32390291846437
69,7wrulbqqdeecd5vegsbb1905w,R. Owusu-Oduro,Alkmaar Zaanstreek,2207.8,0.8276013856545263,1.0502327735419101,8.94499083570422,54.63282171621796,57.78572714651683,7.020242487790039,39.81293045017494,0.5430187642472215,54.61078596262762,69.50126416289383,61.97000070688288
70,9lctm8txbd4n87mk61lwa0rf9,S. Bakari,Sparta Rotterdam,487.5,0.7179647310786951,0.9067475274310219,11.45715547226871,51.68240889543419,54.07088982885369,12.315384938404616,39.35622788756417,3.3349521626003007,54.8530818781572,58.81985439467003,65.16990086766859
71,c9shc6t28oroqthopifjvg9ux,D. Vente,SC Heerenveen,2364.5,0.46770850497049515,0.38226246615471415,20.813555430087792,44.947807398816096,40.49195588967833,32.03681158396453,39.158858290819644,61.7662863803944,66.41414680059395,12.244791974937632,43.81465605324622
72,bpprd2haoafk6y0rjans4iytx,K. Dolberg,AFC Ajax,1284.1,0.39241848036762533,0.34231613510390524,22.060780475958932,42.921690725292564,39.45774418280647,34.66571344403275,39.01504945071059,53.10528766169721,59.366306005466384,16.669114387690428,44.35116119159379
73,bner5siqnwn1fqusfrgujt0fe,M. Bruns,FC Twente,903.7,0.4922222273719183,0.6225590337694583,16.91950877098746,45.60749189154447,46.71324121954248,23.82893719979428,38.71655677029374,15.905776758180187,41.68485707560767,42.727163823428214,67.11302582679205
74,dc4n5ylytswddlvd82snkb90q,S. van Hooijdonk,NAC Breda,1267.7,0.41710806912628084,0.3562930846837758,20.76965425871246,43.58610792677724,39.81960782588983,31.944276662965432,38.4499974718775,62.2403833007497,50.65684456425315,15.904089943156935,46.31964374210049
75,6jhavdnaitqn6ydme8a526aui,C. Driouech,PSV Eindhoven,1115.2,0.42035117411886547,0.3956570587020319,20.19447690636878,43.67338255756827,40.838742291753526,30.73191742078129,38.414680756701024,47.258090702906514,60.20832296968378,21.947428301299894,43.954139505907676
76,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,PEC Zwolle,2158.8,0.4037845023179287,0.4595334936122405,19.575694030930798,43.22755975251913,42.49250510399654,29.427646425260136,38.38257042725861,35.12415785886614,37.91938234869731,30.180147689673454,61.72639933973482
77,1q0v3qpciql8rkyz4qrlvbuju,J. Breum,Go Ahead Eagles,2146.7,0.37424130573813014,0.42018723671359565,20.186247656076556,42.43252796052219,41.47382933489003,30.7145718010218,38.206976365478006,27.044695666683637,56.886418201299605,30.48106428669169,49.61591059688012
78,ewwo2c7kw1b1okrngjl4j4dm1,S. Lammers,FC Twente,1647.0,0.5811098377548309,0.44663474634512323,16.483647267491033,47.999530815909736,42.15855615107101,22.910228005277133,37.68943832408596,73.90979480914443,77.26807887738053,6.978279878462917,41.43890693106738
79,4ej8uchqe3rt1s5h6phjo3310,G. Zechiël,FC Utrecht,3186.7,0.34442158376465226,0.37925955440268677,20.09721296204472,41.630054642058205,40.41421041451317,30.526904408095596,37.52372315488899,27.277392783122455,59.66872618334629,28.232381728600902,47.50147037098163
80,8hgpvnzy2mra3ps209tniq7f8,O. Gloukh,AFC Ajax,1677.9,0.3766235530460238,0.3830870507365924,19.378545139417543,42.49663620084272,40.51330440919067,29.012095848140685,37.340678819391364,35.336253607548116,62.57670239550735,25.560115163901582,44.02430730801414
81,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,PEC Zwolle,1461.7,0.29108549989374843,0.3372723416489342,20.999569191044117,40.19473662481361,39.32716021924947,32.428891524786124,37.31692945628307,28.001167966108675,47.52108730839419,27.410092667006925,53.603748109386075
82,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,Feyenoord Rotterdam,633.1,0.3613801798464845,0.3442650765436053,19.634279050954934,42.08642445282915,39.508202335030305,29.551131973135746,37.048586253665064,57.83087744210948,30.97156219134686,19.199039780314052,57.65337073236644
83,8r3k1iuul274c0ha0vy90jys,A. Oehlers,FC Volendam,1644.2,0.3687767640988553,0.42050981816344435,18.462969784356034,42.2854726369664,41.48218097828448,27.082245447908665,36.94996635438651,31.756760104141858,43.94592366200019,29.70788988009223,57.034152047107575
84,9y5kirmp6gcrsy2s1pinhkqy2,L. Kulenović,Heracles Almelo,1788.6,0.5349573017258573,0.40414133249734274,16.507204442351807,46.75752799725034,41.0584003943276,22.959881835605874,36.92527007572794,81.46095596840385,59.62094458674948,7.607084637443387,43.59332615427222
85,eu6pfkiah7otafyryg6ll7y09,L. Brouwers,SC Heerenveen,2166.2,0.25791755899571633,0.27545939671368463,21.508156550382,39.30215997293423,37.72682122423765,33.50089233121371,36.84329117612853,37.50966247910115,42.93246001725697,23.20878292785468,51.17668725805077
86,24sgu58uugxgy49el075dz21g,E. Bajraktarević,PSV Eindhoven,1213.2,0.3615847026987167,0.37784843862571965,18.742149871840137,42.09192833150644,40.37767658479964,27.670701439640567,36.713435451982214,31.55941823060327,63.134499206817054,26.519394338633823,44.40519900175358
87,d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,Go Ahead Eagles,2995.1,0.2649125402659953,0.28653457668099885,20.80831335979936,39.490400689515916,38.0135579651749,32.02576234439266,36.50990699969449,30.385782900443154,53.911195318737384,23.83323207251959,48.50465731416883
88,619vlbweueymdkq1vu3jm2mwa,I. Sadiq,Alkmaar Zaanstreek,734.0,0.3656634723776087,0.34287316487970676,18.75567878189763,42.201691388398174,39.47216570037907,27.699217686113144,36.45769159163013,45.192491212278,59.0105584393688,21.35200704039451,42.59682706977832
89,d4j19ipiaeuetyij08fofgs15,J. Veerman,PSV Eindhoven,2511.5,0.39284207588799525,0.5042252403971118,15.948412381865985,42.93309003019621,43.64957576629786,21.78205952353349,36.121575106675856,16.79613521980892,41.743500239227366,37.72500500597796,64.16437229167431
90,47l204bkq2qqjhtazusr0019m,Y. Baas,AFC Ajax,3161.3,0.37601940377765714,0.44540524802177606,16.82178834753119,42.48037804563038,42.126724402669204,23.62296202006125,36.07668815612028,29.198870035361747,39.0857337750686,31.074348400163565,62.641423163582566
91,cmdeqxibr6holfqg17ap9uihg,Yarek Gąsiorowski,PSV Eindhoven,2290.9,0.33182863047770805,0.36498670684291806,18.096377688034842,41.29116788039007,40.04468596387126,26.30954236028589,35.88179873484907,34.61841692856657,43.91324977952142,24.787566376095356,58.356267660575455
92,cgsmk5437f466uoqvol7devze,R. Flamingo,PSV Eindhoven,1865.5,0.29812350779603514,0.3225463433107356,18.791834342818543,40.38413522355799,38.94590368138697,27.775426403755127,35.70182176956669,39.26143988025622,37.91633678571821,23.305215099915905,57.829738752896056
93,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,Fortuna Sittard,2584.5,0.34189989431980683,0.4168849160147148,17.013355997180195,41.56219389879774,41.388332153126726,24.026748451514297,35.65909150114626,24.189057307930998,41.80039957030033,30.327835609578475,63.2405270223812
94,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,PSV Eindhoven,2296.8,0.3404225093423846,0.3251343172564256,17.784295734189133,41.52243625026784,39.0129064043231,25.65173579067385,35.39569281508826,51.67368135766377,41.93392056717804,21.868415570619074,47.71011987881769
95,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,NAC Breda,1926.7,0.2395987403550883,0.2527410582269789,19.875722955387626,38.809185450973246,37.13864276064499,30.0600476107478,35.335958607455346,31.455753260366315,54.979067578781695,22.841367445874127,45.43608826078205
96,nw48ayorxrpxwcxbdhxy44k4,B. van Duijl,Alkmaar Zaanstreek,631.4,0.4406975956173703,0.5638565737117034,13.400712884123505,44.2209215451314,45.193432771134844,16.412016666647137,35.275456994304456,18.643041670663177,32.51421055060797,36.2650753567391,77.8916923268602
97,2hbduprkyabq8g1nhe6b4g3bp,M. Pjaca,FC Twente,1052.3,0.32403355669399425,0.2509735754966552,18.169021733768794,41.08139601422539,37.09288257983966,26.462661532792144,34.878980042285725,58.18725765648587,57.42702386822577,12.904247830110267,39.892131538361205
98,8kydif03gk6apce8xwl9w3ht5,T. Ouwejan,Nijmegen Eendracht Combinatie,461.2,0.33796746568099467,0.44246361054638395,15.067193955471863,41.456369000020445,42.05056532036064,19.92462668256948,34.47718700098352,14.915915281917288,42.614771107761506,33.75096953382749,66.30547438709227
99,a339o11ut8s1o9odm6ybc4pka,T. van den Belt,FC Twente,2263.5,0.2085726691598019,0.1769333942880343,19.949982159414297,37.97424827975732,35.17598007163498,30.216571215079806,34.4555998554907,34.86095836239447,66.97022185963209,13.839290771852175,42.65388033223882
100,684nd3xjli51z43pbla0mwa21,T. Oosting,PEC Zwolle,2688.2,0.23997291432079398,0.23907967055294319,18.65407564366479,38.819254781069944,36.7849490247514,27.4850585173462,34.363087441055846,29.59566287534785,64.69854718332655,20.267603383216272,42.91123644060248
101,8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,Sparta Rotterdam,2757.5,0.19917768519740348,0.25833400200929185,18.66485259743657,37.72142151081804,37.28344424261806,27.507774188355448,34.170879980597185,22.67942082256375,43.94064244374165,27.804753152815316,52.403104501907
