match_file,match_name,contestant_id,player_id,player_name,start_s,end_s,start_reason,end_reason,shirt_number,position_code,formation_slot,match_duration_seconds,minutes,goals_for_on,goals_against_on,goal_difference_on
2025-08-08_Fortuna Sittard - Go Ahead Eagles.json,2025-08-08_Fortuna Sittard - Go Ahead Eagles,b79uipsy57y1jqpy07h4i5ovk,1mroid71v9bwpx0iaospei9gq,R. Margaret,0,2700,starter,sub_off,18,3,7,6076,45.0,0,1,-1
2025-08-08_Fortuna Sittard - Go Ahead Eagles.json,2025-08-08_Fortuna Sittard - Go Ahead Eagles,b79uipsy57y1jqpy07h4i5ovk,5shfqpd5fj05qrp1jlzd08ftg,C. Twigt,0,3233,starter,red_card,6,3,8,6076,53.88333333333333,0,2,-2
2025-08-08_Fortuna Sittard - Go Ahead Eagles.json,2025-08-08_Fortuna Sittard - Go Ahead Eagles,b79uipsy57y1jqpy07h4i5ovk,1tmihr54maqj0h7785cg9ez56,M. Suray,0,3388,starter,sub_off,17,3,11,6076,56.46666666666667,0,2,-2
2025-08-08_Fortuna Sittard - Go Ahead Eagles.json,2025-08-08_Fortuna Sittard - Go Ahead Eagles,b79uipsy57y1jqpy07h4i5ovk,9vyizhfym4y8vc07xrvba7skq,O. Pettersson,2700,4125,sub_on,sub_off,14,Midfielder,0,6076,23.75,0,1,-1
2025-08-08_Fortuna Sittard - Go Ahead Eagles.json,2025-08-08_Fortuna Sittard - Go Ahead Eagles,b79uipsy57y1jqpy07h4i5ovk,1m0qpbce7dob7mdbo7titbqp5,V. Edvardsen,0,4137,starter,sub_off,16,3,10,6076,68.95,0,2,-2
2025-08-08_Fortuna Sittard - Go Ahead Eagles.json,2025-08-08_Fortuna Sittard - Go Ahead Eagles,3ebril33e08ddzob4bhq8awsr,60jptu288hf6gcljkbzcdie39,K. Peterson,0,4563,starter,sub_off,7,3,11,6076,76.05,2,0,2
2025-08-08_Fortuna Sittard - Go Ahead Eagles.json,2025-08-08_Fortuna Sittard - Go Ahead Eagles,3ebril33e08ddzob4bhq8awsr,dp0q4f4gbj2buhcu1lb5dzxed,Ivo Pinto,0,4577,starter,sub_off,12,2,2,6076,76.28333333333333,2,0,2
2025-08-08_Fortuna Sittard - Go Ahead Eagles.json,2025-08-08_Fortuna Sittard - Go Ahead Eagles,3ebril33e08ddzob4bhq8awsr,8przxwwothu3crflys7ahl4dm,S. Adewoye,0,4579,starter,sub_off,4,2,5,6076,76.31666666666666,2,0,2
2025-08-08_Fortuna Sittard - Go Ahead Eagles.json,2025-08-08_Fortuna Sittard - Go Ahead Eagles,b79uipsy57y1jqpy07h4i5ovk,9d4lofwg9ooaoldw2vpt4h36y,E. Linthorst,0,5153,starter,sub_off,8,3,4,6076,85.88333333333334,0,3,-3
2025-08-08_Fortuna Sittard - Go Ahead Eagles.json,2025-08-08_Fortuna Sittard - Go Ahead Eagles,3ebril33e08ddzob4bhq8awsr,eyzcfyn1crjcgmm98uk9u8oyy,É. Michut,0,5401,starter,sub_off,20,3,4,6076,90.01666666666667,3,0,3
