zone,zone_x,zone_y,state_visits,action_state_value
0,4.166666666666667,6.25,31720,0.000928264679505359
1,12.5,6.25,3213,6.897093215045518e-05
2,20.833333333333332,6.25,4393,8.464787919579217e-05
3,29.166666666666668,6.25,6609,5.396773270509282e-05
4,37.5,6.25,7132,-6.3659395684531345e-06
5,45.833333333333336,6.25,5483,-3.588687354066848e-05
6,54.166666666666664,6.25,6204,-3.94796597383045e-05
7,62.5,6.25,8443,-0.0001733846044457265
8,70.83333333333333,6.25,7598,-0.0006434235699978776
9,79.16666666666667,6.25,5176,-0.0016768060328021402
10,87.5,6.25,3945,-0.0020059828174959094
11,95.83333333333333,6.25,3496,-0.0066370576811087545
12,4.166666666666667,18.75,1978,4.482771936622272e-05
13,12.5,18.75,2871,0.00011395325387383788
14,20.833333333333332,18.75,3728,9.486127641114271e-05
15,29.166666666666668,18.75,5821,2.135493285218321e-05
16,37.5,18.75,6134,-4.7039900467086104e-05
17,45.833333333333336,18.75,4991,-6.963115436054888e-05
18,54.166666666666664,18.75,5413,-0.00017689742726830212
19,62.5,18.75,6710,-0.0005281856548472076
20,70.83333333333333,18.75,5730,-0.0014507763834384344
21,79.16666666666667,18.75,3020,-0.003070592063286846
22,87.5,18.75,2280,-0.0044321832886194705
23,95.83333333333333,18.75,2148,-0.006388792631451315
24,4.166666666666667,31.25,3746,8.030579546546426e-05
25,12.5,31.25,4698,1.8367183408021262e-05
26,20.833333333333332,31.25,4915,1.4301601635947966e-05
27,29.166666666666668,31.25,7556,-8.314613507896033e-06
28,37.5,31.25,8214,-4.945419631945666e-05
29,45.833333333333336,31.25,6345,-0.0001696611358627569
30,54.166666666666664,31.25,6335,-0.0002475025169796237
31,62.5,31.25,7118,-0.0005984049724654675
32,70.83333333333333,31.25,5445,-0.0005987233857386432
33,79.16666666666667,31.25,3045,0.0022276322954349025
34,87.5,31.25,2483,0.01382430508491983
35,95.83333333333333,31.25,2579,-0.00041610449584804897
36,4.166666666666667,43.75,11908,0.0005562099263061867
37,12.5,43.75,10155,-2.405487690258293e-05
38,20.833333333333332,43.75,5044,-0.00014658119255468404
39,29.166666666666668,43.75,7366,-0.0001246670308935142
40,37.5,43.75,5898,-0.00016058201138680205
41,45.833333333333336,43.75,5816,-0.00013255612874195753
42,54.166666666666664,43.75,5256,-0.000140138825175614
43,62.5,43.75,4343,-0.000624290447618809
44,70.83333333333333,43.75,4559,0.00018313749858539117
45,79.16666666666667,43.75,2451,0.013839351249653718
46,87.5,43.75,2911,0.036023275050721205
47,95.83333333333333,43.75,3289,0.036611926461239494
48,4.166666666666667,56.25,12237,0.0003061915517849135
49,12.5,56.25,9476,-3.8790520425565963e-05
50,20.833333333333332,56.25,4507,-0.00013692804955603834
51,29.166666666666668,56.25,7141,-4.6994104692913306e-05
52,37.5,56.25,5979,-2.4325431240528565e-05
53,45.833333333333336,56.25,6038,-7.541747002738824e-05
54,54.166666666666664,56.25,5283,-0.00020987600374868076
55,62.5,56.25,4249,-0.0005359418536110989
56,70.83333333333333,56.25,4658,-0.00010653116977899525
57,79.16666666666667,56.25,2536,0.010901064396830844
58,87.5,56.25,3049,0.060227423543752066
59,95.83333333333333,56.25,3346,0.04049319312242702
60,4.166666666666667,68.75,3550,0.00012837692621450953
61,12.5,68.75,4501,7.671666074409745e-05
62,20.833333333333332,68.75,4899,2.4860668060154044e-05
63,29.166666666666668,68.75,7614,3.2702368087429677e-05
64,37.5,68.75,8309,-5.623692755966567e-05
65,45.833333333333336,68.75,6408,-9.980415084852847e-05
66,54.166666666666664,68.75,6416,-0.00022783070186657855
67,62.5,68.75,6930,-0.000605530120116292
68,70.83333333333333,68.75,5692,-0.00038170598358775414
69,79.16666666666667,68.75,3241,0.0027126092156815767
70,87.5,68.75,2690,0.012640723714638119
71,95.83333333333333,68.75,2774,-0.003610216222271449
72,4.166666666666667,81.25,1953,0.00010305433590879918
73,12.5,81.25,2755,0.00011086942615600001
74,20.833333333333332,81.25,3752,4.7611981525846855e-05
75,29.166666666666668,81.25,6220,6.119970040577944e-05
76,37.5,81.25,6702,-1.082343168407469e-05
77,45.833333333333336,81.25,4948,1.4237023449014341e-05
78,54.166666666666664,81.25,5352,-0.0002347189627566246
79,62.5,81.25,6803,-0.0005415307853293606
80,70.83333333333333,81.25,5975,-0.0015767864472356822
81,79.16666666666667,81.25,3111,-0.003420872009146918
82,87.5,81.25,2494,-0.0042135887556797235
83,95.83333333333333,81.25,2255,-0.00727345252783495
84,4.166666666666667,93.75,1799,0.00012634529838533948
85,12.5,93.75,3467,7.156028151665973e-05
86,20.833333333333332,93.75,4544,8.042092721991132e-05
87,29.166666666666668,93.75,6775,4.882548576579086e-05
88,37.5,93.75,7297,6.469564902738268e-05
89,45.833333333333336,93.75,5533,1.919837103485339e-05
90,54.166666666666664,93.75,6320,-5.520628737601987e-05
91,62.5,93.75,8238,-0.0001313072595991869
92,70.83333333333333,93.75,7377,-0.0005483439033430037
93,79.16666666666667,93.75,5079,-0.0019234810149486917
94,87.5,93.75,3996,-0.0022415895649555376
95,95.83333333333333,93.75,3345,-0.0070544205672903575
