zone,zone_x,zone_y,event_count,shot_count,move_count,p_shot,shot_goal_prob,xT
0,3.125,4.166666666666667,30800,0,735,0.0,0.11282402649309124,0.1222802825324395
1,9.375,4.166666666666667,1330,0,311,0.0,0.11282402649309124,0.12225319399048222
2,15.625,4.166666666666667,1729,0,519,0.0,0.11282402649309124,0.12234546307983736
3,21.875,4.166666666666667,2502,0,893,0.0,0.11282402649309124,0.12225546829895176
4,28.125,4.166666666666667,3393,0,1272,0.0,0.11282402649309124,0.12234055050593728
5,34.375,4.166666666666667,3823,0,1439,0.0,0.11282402649309124,0.12238282109578807
6,40.625,4.166666666666667,3637,0,1544,0.0,0.11282402649309124,0.12250832634720396
7,46.875,4.166666666666667,2686,0,1212,0.0,0.11282402649309124,0.12269200730960259
8,53.125,4.166666666666667,2935,0,1402,0.0,0.11282402649309124,0.12285650946268757
9,59.375,4.166666666666667,4401,0,2125,0.0,0.11282402649309124,0.12323017433715475
10,65.625,4.166666666666667,4507,0,2215,0.0,0.11282402649309124,0.12387578334556788
11,71.875,4.166666666666667,3985,1,1961,0.0005096839959225281,0.10745145380294405,0.1254458140518561
12,78.125,4.166666666666667,3011,0,1472,0.0,0.11282402649309124,0.1268489255950886
13,84.375,4.166666666666667,2324,0,990,0.0,0.11282402649309124,0.13026907023435227
14,90.625,4.166666666666667,1709,0,624,0.0,0.11282402649309124,0.1315878842047261
15,96.875,4.166666666666667,2419,0,918,0.0,0.11282402649309124,0.1614896349134575
16,3.125,12.5,839,0,181,0.0,0.11282402649309124,0.12229327552514899
17,9.375,12.5,1474,0,505,0.0,0.11282402649309124,0.1222605111193569
18,15.625,12.5,1595,0,682,0.0,0.11282402649309124,0.12228247630382404
19,21.875,12.5,2198,0,1115,0.0,0.11282402649309124,0.12224954807867108
20,28.125,12.5,2806,0,1444,0.0,0.11282402649309124,0.12233055239983252
21,34.375,12.5,3024,0,1550,0.0,0.11282402649309124,0.12235826089471417
22,40.625,12.5,3282,0,1788,0.0,0.11282402649309124,0.1224762510949014
23,46.875,12.5,2145,1,1305,0.0007656967840735069,0.10745145380294405,0.12253894029775836
24,53.125,12.5,2426,1,1470,0.0006798096532970768,0.10745145380294405,0.1227701529251994
25,59.375,12.5,3588,1,2196,0.0004551661356395084,0.10745145380294405,0.12309176493464924
26,65.625,12.5,3496,0,2076,0.0,0.11282402649309124,0.12347584982184062
27,71.875,12.5,2948,1,1779,0.0005617977528089888,0.10745145380294405,0.12472813642602006
28,78.125,12.5,2136,0,1186,0.0,0.11282402649309124,0.1267389985489576
29,84.375,12.5,1601,1,764,0.00130718954248366,0.10745145380294405,0.13080675661795527
30,90.625,12.5,1476,1,588,0.001697792869269949,0.10745145380294405,0.13613771459681778
31,96.875,12.5,934,0,202,0.0,0.11282402649309124,0.1421690781790309
32,3.125,20.833333333333332,960,0,175,0.0,0.11282402649309124,0.12230996124973775
33,9.375,20.833333333333332,1284,0,513,0.0,0.11282402649309124,0.12236011818948928
34,15.625,20.833333333333332,1105,0,547,0.0,0.11282402649309124,0.12222560402009286
35,21.875,20.833333333333332,2087,0,1168,0.0,0.11282402649309124,0.1221976447798592
36,28.125,20.833333333333332,2917,0,1611,0.0,0.11282402649309124,0.12217697441538544
37,34.375,20.833333333333332,3059,0,1741,0.0,0.11282402649309124,0.1222284889877639
38,40.625,20.833333333333332,3218,0,1895,0.0,0.11282402649309124,0.12236238982972883
39,46.875,20.833333333333332,2180,1,1360,0.0007347538574577516,0.10745145380294405,0.12238309673459637
40,53.125,20.833333333333332,2433,0,1540,0.0,0.11282402649309124,0.12260510948530187
41,59.375,20.833333333333332,3325,0,2066,0.0,0.11282402649309124,0.12286171153933934
42,65.625,20.833333333333332,3393,1,2072,0.000482392667631452,0.10745145380294405,0.1228973673526412
43,71.875,20.833333333333332,2661,6,1569,0.0038095238095238095,0.08678771268699327,0.12456728453918121
44,78.125,20.833333333333332,1587,22,870,0.02466367713004484,0.05372572690147202,0.12762381397146136
45,84.375,20.833333333333332,799,9,385,0.02284263959390863,0.07780967344351121,0.12707237605136815
46,90.625,20.833333333333332,1051,10,356,0.0273224043715847,0.07521601766206083,0.13753053245900299
47,96.875,20.833333333333332,1018,2,171,0.011560693641618497,0.10256729681190113,0.15095582183871908
48,3.125,29.166666666666668,1691,0,353,0.0,0.11282402649309124,0.12223351579031341
49,9.375,29.166666666666668,2184,0,731,0.0,0.11282402649309124,0.12226836507032461
50,15.625,29.166666666666668,1826,0,829,0.0,0.11282402649309124,0.12218040917017237
51,21.875,29.166666666666668,2885,0,1623,0.0,0.11282402649309124,0.12213541185347512
52,28.125,29.166666666666668,3750,0,2121,0.0,0.11282402649309124,0.12211587206551644
53,34.375,29.166666666666668,4117,0,2454,0.0,0.11282402649309124,0.12216680824200617
54,40.625,29.166666666666668,4252,2,2665,0.0007499062617172854,0.10256729681190113,0.12221859449493842
55,46.875,29.166666666666668,3049,0,2065,0.0,0.11282402649309124,0.12235558113959612
56,53.125,29.166666666666668,3139,2,2132,0.0009372071227741331,0.10256729681190113,0.12232901259768393
57,59.375,29.166666666666668,3859,0,2401,0.0,0.11282402649309124,0.12213282164638779
58,65.625,29.166666666666668,3532,2,2090,0.0009560229445506692,0.10256729681190113,0.12162176388694927
59,71.875,29.166666666666668,2692,29,1558,0.018273471959672338,0.08686694958901685,0.12144841205917606
60,78.125,29.166666666666668,1868,212,921,0.18711385701676964,0.031277933318369935,0.10816722102990886
61,84.375,29.166666666666668,1054,178,428,0.29372937293729373,0.08715394207000922,0.11552548884645494
