team_name,matches,actions_linked,total_disruption,mean_disruption,disruption_per_match
Nijmegen Eendracht Combinatie,32,181,77.36939407194075,0.42745521586707597,2.4177935647481483
FC Groningen,35,180,80.8341762441039,0.44907875691168836,2.3095478926886828
Alkmaar Zaanstreek,34,159,71.24156393939171,0.448060150562212,2.0953401158644622
FC Twente,32,140,66.01044734981976,0.4715031953558554,2.0628264796818674
SC Heerenveen,34,160,69.45528852611777,0.43409555328823607,2.042802603709346
PEC Zwolle,31,143,63.29909527743692,0.4426510159261323,2.0419062992721586
Feyenoord Rotterdam,33,153,65.21949418945175,0.42627120385262585,1.9763483087712652
NAC Breda,32,145,61.39468226576255,0.42341160183284515,1.9185838208050796
AFC Ajax,36,151,68.80107007406349,0.4556362256560496,1.9111408353906525
Sparta Rotterdam,34,141,61.62315127567208,0.4370436260685963,1.8124456257550612
SC Telstar,33,134,58.663183558775394,0.4377849519311597,1.7776722290537998
FC Utrecht,35,146,61.28072113851079,0.4197309667021287,1.750877746814594
FC Volendam,33,137,57.52013373182271,0.41985499074323146,1.7430343555097791
PSV Eindhoven,31,123,53.32483357426675,0.4335352323111118,1.7201559217505402
Go Ahead Eagles,34,138,58.44687332642332,0.4235280675827777,1.7190256860712743
Fortuna Sittard,33,130,56.25650798762327,0.43274236913556363,1.7047426662916143
SBV Excelsior,33,129,53.10051405965852,0.4116318919353374,1.609106486656319
Heracles Almelo,32,128,49.31437308434863,0.3852685397214737,1.5410741588858947
