player,team,attempts,expected_box_entries,actual_box_entries,added_value
Yarek Gąsiorowski,PSV Eindhoven,8,2.4279602305584804,2,-0.4279602305584804
N. Fernandez,PSV Eindhoven,5,2.381687204082089,3,0.6183127959179111
C. Nadje,SBV Excelsior,6,2.3517165308742443,2,-0.35171653087424426
L. Greiml,NAC Breda,11,2.3496346259397116,3,0.6503653740602884
C. Larin,Feyenoord Rotterdam,5,2.344841004951197,3,0.655158995048803
T. Wellenreuther,Feyenoord Rotterdam,19,2.32541636538067,3,0.6745836346193301
W. Bouziane,Alkmaar Zaanstreek,5,2.2738068089392085,2,-0.2738068089392085
S. Tengstedt,Go Ahead Eagles,6,2.27132265080633,1,-1.2713226508063298
J. Lotomba,Feyenoord Rotterdam,9,2.2621022567548263,3,0.7378977432451737
Róber González,Nijmegen Eendracht Combinatie,4,2.21801844422965,3,0.7819815557703498
D. Mirani,Heracles Almelo,8,2.21156561253241,1,-1.21156561253241
J. Seedorf,SC Telstar,5,2.1884699947903226,4,1.8115300052096774
X. Mbuyamba,FC Volendam,7,2.1610479262976794,2,-0.1610479262976794
R. Koeman,SC Telstar,23,2.1457569088995165,1,-1.1457569088995165
S. Maikuma,Alkmaar Zaanstreek,3,2.141944514533816,1,-1.141944514533816
A. Pléa,PSV Eindhoven,3,2.133457174644645,2,-0.1334571746446449
J. Willems,Nijmegen Eendracht Combinatie,6,2.1080022564725636,2,-0.10800225647256356
B. Klaverboer,SC Heerenveen,24,2.107121378367014,0,-2.107121378367014
N. Martens,SBV Excelsior,9,2.10136684243062,0,-2.10136684243062
O. Zinchenko,AFC Ajax,4,2.083829178885679,3,0.9161708211143211
A. Carlén,SBV Excelsior,9,2.0687374591532386,1,-1.0687374591532386
M. Branderhorst,Fortuna Sittard,25,2.0652622104482434,3,0.9347377895517566
A. Meijers,FC Volendam,7,2.052192075773944,1,-1.0521920757739438
S. Bakari,Sparta Rotterdam,7,1.993365037853702,2,0.006634962146297996
M. van Duinen,SBV Excelsior,7,1.9053321912966341,1,-0.9053321912966341
Nigel Ogidi Nwankwo,SC Telstar,7,1.8910978899969073,2,0.10890211000309269
B. Kuipers,FC Twente,4,1.8833636215865384,2,0.11663637841346164
M. Zonneveld,SC Telstar,4,1.8296105311186723,2,0.17038946888132767
Iván Márquez,Fortuna Sittard,7,1.8206863188075346,0,-1.8206863188075346
D. van den Berg,FC Utrecht,4,1.7849106355742546,1,-0.7849106355742546
E. Vaessen,FC Groningen,24,1.7575576656721843,2,0.2424423343278157
G. Nauber,Go Ahead Eagles,7,1.7522471212329638,1,-0.7522471212329638
J. Candelaria,NAC Breda,5,1.7470432075836388,2,0.25295679241636115
J. Dirksen,Go Ahead Eagles,10,1.6895461852210936,3,1.3104538147789064
N. Emeran,FC Groningen,4,1.6819889821311511,1,-0.6819889821311511
M. Zonneveld,Sparta Rotterdam,3,1.6466901381727652,2,0.3533098618272348
D. Murkin,FC Utrecht,4,1.600838724181565,2,0.3991612758184351
A. Obispo,PSV Eindhoven,7,1.589395421382543,0,-1.589395421382543
M. Egbring,SC Heerenveen,5,1.5671925660219945,2,0.4328074339780055
M. Eerdhuijzen,FC Utrecht,4,1.5327215676501615,2,0.46727843234983846
E. Demircan,FC Utrecht,4,1.5282726499788342,1,-0.5282726499788342
S. Włodarczyk,SBV Excelsior,7,1.515535096403399,1,-0.5155350964033989
B. Traoré,AFC Ajax,2,1.5119871235053364,2,0.4880128764946636
B. Nuytinck,Nijmegen Eendracht Combinatie,6,1.5036905561632106,0,-1.5036905561632106
G. Alders,AFC Ajax,2,1.4546053579304088,1,-0.4546053579304088
M. Boadu,PSV Eindhoven,2,1.4515855488561167,2,0.5484144511438833
G. van Zwam,Go Ahead Eagles,8,1.3498948594233497,1,-0.34989485942334975
R. Kroeze,PEC Zwolle,2,1.3445263043849047,1,-0.3445263043849047
L. Smans,SC Heerenveen,2,1.329415208722093,0,-1.329415208722093
O. Pettersson,Go Ahead Eagles,5,1.3193781520760934,1,-0.31937815207609344
N. Courtens,SC Heerenveen,2,1.2858105542110723,0,-1.2858105542110723
A. Bouwman,AFC Ajax,3,1.2581547487401163,1,-0.25815474874011635
T. Buitink,PEC Zwolle,3,1.2567630676510255,1,-0.2567630676510255
G. Trauner,Feyenoord Rotterdam,3,1.2541903406204893,1,-0.2541903406204893
S. Adewoye,Fortuna Sittard,6,1.2397157943622543,0,-1.2397157943622543
K. Shiogai,Nijmegen Eendracht Combinatie,4,1.1781653931606415,1,-0.1781653931606415
N. Viergever,FC Utrecht,7,1.1759143497901672,0,-1.1759143497901672
R. Oudsten,SC Telstar,2,1.124486418535394,0,-1.124486418535394
N. Hopland,SC Heerenveen,3,1.0940459393649506,1,-0.09404593936495065
T. Tomiyasu,AFC Ajax,2,1.0486651540971472,1,-0.04866515409714722
P. Reulen,NAC Breda,2,1.041387593230687,1,-0.04138759323068708
J. Hornkamp,Alkmaar Zaanstreek,2,1.0118492284468792,1,-0.01184922844687919
S. Blokhuis,Heracles Almelo,2,1.0108893695815235,0,-1.0108893695815235
M. Kovář,PSV Eindhoven,11,0.9258603426742904,2,1.0741396573257096
J. Pereira da Gama,PEC Zwolle,2,0.9139863646781589,1,0.08601363532184114
V. Barkas,FC Utrecht,8,0.8528816506619679,0,-0.8528816506619679
S. Sigurðarson,Go Ahead Eagles,2,0.8358340777390545,0,-0.8358340777390545
E. Mahmutović,NAC Breda,4,0.8320577026516058,0,-0.8320577026516058
M. Hoekstra,FC Groningen,1,0.8254266004750311,0,-0.8254266004750311
D. Konadu,AFC Ajax,1,0.8039612955662049,1,0.19603870443379512
R. Owusu-Oduro,Alkmaar Zaanstreek,14,0.7941963866084389,1,0.20580361339156106
S. de Laat,Nijmegen Eendracht Combinatie,1,0.7867187131388643,1,0.21328128686113568
L. Zeefuik,Alkmaar Zaanstreek,3,0.7546620574245719,1,0.24533794257542807
M. Tielemans,SBV Excelsior,3,0.7473467622687275,1,0.25265323773127246
T. de Graaff,PEC Zwolle,11,0.6797747798502568,0,-0.6797747798502568
J. McConnell,AFC Ajax,2,0.6740044379513257,1,0.3259955620486743
R. Ichihara,Alkmaar Zaanstreek,2,0.6731825450543307,0,-0.6731825450543307
S. van Persie,Feyenoord Rotterdam,2,0.6540069083324417,1,0.3459930916675583
D. Kwakman,Alkmaar Zaanstreek,2,0.6430348291349812,1,0.3569651708650188
R. Pasveer,Heracles Almelo,6,0.6382946967795765,1,0.3617053032204235
N. Ohio,FC Utrecht,1,0.6361581126001155,0,-0.6361581126001155
I. Ahmed,SC Heerenveen,1,0.6359633880312957,0,-0.6359633880312957
L. Koopmans,Fortuna Sittard,6,0.6339610157892039,0,-0.6339610157892039
T. Jansink,Heracles Almelo,8,0.631536480185392,1,0.368463519814608
J. de Guzmán,Sparta Rotterdam,4,0.6175460575279652,1,0.3824539424720348
M. van Bergen,FC Twente,3,0.5787681496721027,0,-0.5787681496721027
S. Middendorp,SBV Excelsior,5,0.5371105038895108,0,-0.5371105038895108
K. Wong-A-Soij,FC Volendam,1,0.5161090099788632,0,-0.5161090099788632
J. Plug,Feyenoord Rotterdam,2,0.5058322405942235,0,-0.5058322405942235
Houboulang Mendes,Fortuna Sittard,3,0.46865302780229784,1,0.5313469721977022
A. van Axel Dongen,SC Heerenveen,4,0.4314408344611891,0,-0.4314408344611891
N. Þórisson,Sparta Rotterdam,1,0.42213742675715366,0,-0.42213742675715366
M. Hamdaoui,SC Telstar,1,0.4128529269282733,1,0.5871470730717268
A. Halilović,Fortuna Sittard,2,0.4101405499771922,2,1.5898594500228078
M. Carrizo,AFC Ajax,2,0.37509475497229927,0,-0.37509475497229927
T. Schenkhuizen,Fortuna Sittard,1,0.36612352089891753,1,0.6338764791010825
C. Staring,NAC Breda,1,0.3638654936336645,0,-0.3638654936336645
S. Hagedoorn,SC Telstar,1,0.3343668079493546,1,0.6656331920506454
L. Vennegoor of Hesselink,FC Twente,1,0.33191193993098367,0,-0.33191193993098367
D. Versluis,NAC Breda,1,0.3297299380282124,0,-0.3297299380282124
T. Hamamioglu,Heracles Almelo,1,0.32501032806650226,1,0.6749896719334978
F. de Keijzer,Heracles Almelo,3,0.31406823013498014,1,0.6859317698650198
S. Bastien,Fortuna Sittard,1,0.29871881400276,0,-0.29871881400276
D. Bielica,NAC Breda,4,0.28476214046236115,0,-0.28476214046236115
Z. Buurmeester,Alkmaar Zaanstreek,2,0.2773557491067256,0,-0.2773557491067256
Yoon Do-Young,SBV Excelsior,1,0.2764298056808786,0,-0.2764298056808786
J. Rijssel,SC Heerenveen,1,0.2652892612355383,0,-0.2652892612355383
R. Steur,FC Volendam,3,0.2641122108597681,0,-0.2641122108597681
L. Unnerstall,FC Twente,4,0.24265775314660532,0,-0.24265775314660532
B. Kovács,Alkmaar Zaanstreek,1,0.21976147049428915,0,-0.21976147049428915
E. Waayers,Go Ahead Eagles,1,0.21645404182491404,1,0.783545958175086
M. Paes,AFC Ajax,2,0.20885935374502623,0,-0.20885935374502623
K. Lamprou,NAC Breda,1,0.20378881839082177,0,-0.20378881839082177
H. Jurjus,FC Groningen,3,0.18566450418220018,0,-0.18566450418220018
N. Schiks,PSV Eindhoven,2,0.16819539620753785,0,-0.16819539620753785
C. Raatsie,SBV Excelsior,1,0.1610533142926118,0,-0.1610533142926118
N. Olij,PSV Eindhoven,1,0.16031929465658298,0,-0.16031929465658298
R. Weijenberg,Go Ahead Eagles,1,0.15968834820748404,0,-0.15968834820748404
D. Bisschops,Fortuna Sittard,2,0.14539881125831441,0,-0.14539881125831441
J. Zoet,Alkmaar Zaanstreek,2,0.08644351524605884,1,0.9135564847539411
D. Reiziger,SC Telstar,1,0.08546780584259143,0,-0.08546780584259143
R. Janse,Nijmegen Eendracht Combinatie,1,0.05059218709292465,0,-0.05059218709292465
D. Verduin,PEC Zwolle,1,0.04819930093554989,0,-0.04819930093554989
R. Pasveer,AFC Ajax,1,0.045429723502185895,0,-0.045429723502185895
V. Jaroš,AFC Ajax,1,0.041964477926328056,0,-0.041964477926328056
A. Noppert,SC Heerenveen,1,0.03617584522526927,0,-0.03617584522526927
J. Cillessen,Nijmegen Eendracht Combinatie,1,0.029941976456712864,0,-0.029941976456712864
P. Nash,AFC Ajax,1,0.004722453142848759,0,-0.004722453142848759
I. Hansen-Aarøen,Nijmegen Eendracht Combinatie,1,0.0043098378636485775,0,-0.0043098378636485775
